,Qid,Question,Db_Id,Difficulty,Query Gold,Repeated,Query Generated,Most Frequent Query
10,104,How many views did the post titled 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer' get?,codebase_community,moderate,SELECT ViewCount FROM posts WHERE Title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer',7,"SELECT posts.viewcount FROM posts WHERE posts.title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer'
SELECT count(*) FROM posts WHERE title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer'
SELECT posts.viewcount FROM posts WHERE posts.title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer'
SELECT COUNT(*) FROM posts WHERE title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer'
SELECT COUNT(*) FROM posts WHERE title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer'
SELECT COUNT(*) FROM posts WHERE title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer'
SELECT posts.viewcount FROM posts WHERE posts.title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer'",SELECT posts.viewcount FROM posts WHERE posts.title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer'
11,14,"Of the first 100 molecules in number order, how many are carcinogenic?",toxicology,simple,SELECT COUNT(T.molecule_id) FROM molecule AS T WHERE molecule_id BETWEEN 'TR000' AND 'TR099' AND T.label = '+',7,"SELECT COUNT(*) FROM molecule WHERE molecule_id IN (     SELECT molecule_id     FROM molecule     ORDER BY molecule_id     LIMIT 100 ) AND molecule_id IN (     SELECT molecule_id     FROM atom     WHERE element = 'C'     AND atom_id IN (         SELECT atom_id         FROM connected         WHERE bond_id IN (             SELECT bond_id             FROM bond             WHERE bond_type = 'carcinogenic'         )     ) )
SELECT COUNT(*) FROM molecule WHERE molecule_id IN (SELECT molecule_id FROM atom WHERE atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = 'carcinogenic')) LIMIT 100)
SELECT COUNT(*) FROM molecule WHERE molecule_id IN (SELECT molecule_id FROM atom WHERE atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = 'carcinogenic'))) LIMIT 100
SELECT COUNT(*) FROM molecule WHERE molecule_id IN (     SELECT molecule_id     FROM molecule     ORDER BY molecule_id     LIMIT 100 ) AND molecule_id IN (     SELECT molecule_id     FROM atom     WHERE element = 'carcinogenic' )
SELECT COUNT(*) FROM molecule WHERE molecule_id IN (     SELECT molecule_id FROM molecule     ORDER BY molecule_id ASC     LIMIT 100 ) AND molecule_id IN (     SELECT molecule_id FROM bond     WHERE bond_type = 'carcinogenic' )
SELECT COUNT(*) FROM molecule WHERE molecule_id IN (SELECT molecule_id FROM atom WHERE atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = 'carcinogenic')) LIMIT 100)
SELECT COUNT(*) FROM molecule WHERE molecule_id IN (SELECT molecule_id FROM atom WHERE atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = 'carcinogenic'))) LIMIT 100",SELECT COUNT(*) FROM molecule WHERE molecule_id IN (SELECT molecule_id FROM atom WHERE atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = 'carcinogenic')) LIMIT 100)
12,64,"What is the foreign name of the card in French of type Creature, normal layout and black border color, by artist Matthew D. Wilson?",card_games,moderate,SELECT name FROM foreign_data WHERE uuid IN ( SELECT uuid FROM cards WHERE types = 'Creature' AND layout = 'normal' AND borderColor = 'black' AND artist = 'Matthew D. Wilson' ) AND language = 'French',7,"SELECT foreign_data.name FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE cards.layout = 'Creature' AND cards.bordercolor = 'black' AND cards.artist = 'Matthew D. Wilson' AND foreign_data.language = 'French'
SELECT foreign_data.name FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE cards.layout = 'Creature' AND cards.bordercolor = 'black' AND cards.artist = 'Matthew D. Wilson' AND foreign_data.language = 'French'
SELECT foreign_data.name FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE cards.layout = 'Creature' AND cards.bordercolor = 'black' AND cards.artist = 'Matthew D. Wilson' AND foreign_data.language = 'French'
SELECT foreign_data.name FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE cards.layout = 'Creature' AND cards.bordercolor = 'black' AND cards.artist = 'Matthew D. Wilson' AND foreign_data.language = 'French'
SELECT foreign_data.name FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE cards.layout = 'Creature' AND cards.bordercolor = 'black' AND cards.artist = 'Matthew D. Wilson' AND foreign_data.language = 'French'
SELECT foreign_data.name FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE cards.layout = 'Creature' AND cards.bordercolor = 'black' AND cards.artist = 'Matthew D. Wilson' AND foreign_data.language = 'French'
SELECT foreign_data.name FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE cards.layout = 'Creature' AND cards.bordercolor = 'black' AND cards.artist = 'Matthew D. Wilson' AND foreign_data.language = 'French'",SELECT foreign_data.name FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE cards.layout = 'Creature' AND cards.bordercolor = 'black' AND cards.artist = 'Matthew D. Wilson' AND foreign_data.language = 'French'
13,22,"List all the elements of the toxicology of the molecule ""TR004"".",toxicology,challenging,SELECT DISTINCT T.element FROM atom AS T WHERE T.molecule_id = 'TR004',7,"SELECT t.toxicology_id, t.molecule_id, t.toxicology_type, t.toxicology_value, t.toxicology_unit, t.toxicology_source, t.toxicology_comment, t.toxicology_date, t.toxicology_author, t.toxicology_reference, t.toxicology_url, t.toxicology_status, t.toxicology_status_date, t.toxicology_status_author, t.toxicology_status_comment, t.toxicology_status_reference, t.toxicology_status_url, t.toxicology_status_date, t.toxicology_status_author, t.toxicology_status_comment, t.toxicology_status_reference, t.toxicology_status_url, t.toxicology_status_date, t.toxicology_status_author, t.toxicology_status_comment, t.toxicology_status_reference, t.toxicology_status_url, t.toxicology_status_date, t.toxicology_status_author, t.toxicology_status_comment, t.toxicology_status_reference, t.toxicology_status_url, t.toxicology_status_date, t.toxicology_status_author, t.toxicology_status_comment, t.toxicology_status_reference
SELECT * FROM toxicology WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR004')
SELECT * FROM toxicology WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR004')
SELECT * FROM toxicology WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR004')
SELECT * FROM toxicology WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR004')
SELECT t.toxicology_id, t.toxicology_type, t.toxicology_value, t.toxicology_unit, t.toxicology_source, t.toxicology_comment, t.toxicology_date, t.toxicology_date_type, t.toxicology_date_comment, t.toxicology_date_source, t.toxicology_date_value, t.toxicology_date_unit, t.toxicology_date_comment, t.toxicology_date_source, t.toxicology_date_value, t.toxicology_date_unit, t.toxicology_date_comment, t.toxicology_date_source, t.toxicology_date_value, t.toxicology_date_unit, t.toxicology_date_comment, t.toxicology_date_source, t.toxicology_date_value, t.toxicology_date_unit, t.toxicology_date_comment, t.toxicology_date_source, t.toxicology_date_value, t.toxicology_date_unit, t.toxicology_date_comment, t.toxicology_date_source, t.toxicology_date_value, t.toxicology_date_unit, t.toxicology_date_comment, t.toxicology_date_source, t.toxicology_date
SELECT t.toxicology_id, t.molecule_id, t.toxicology_type, t.toxicology_value, t.toxicology_unit, t.toxicology_source, t.toxicology_comment, t.toxicology_date, t.toxicology_date_type, t.toxicology_date_unit, t.toxicology_date_source, t.toxicology_date_comment, t.toxicology_date_type_source, t.toxicology_date_type_comment, t.toxicology_date_type_unit, t.toxicology_date_type_unit_source, t.toxicology_date_type_unit_comment, t.toxicology_date_type_unit_type, t.toxicology_date_type_unit_type_source, t.toxicology_date_type_unit_type_comment, t.toxicology_date_type_unit_type_unit, t.toxicology_date_type_unit_type_unit_source, t.toxicology_date_type_unit_type_unit_comment, t.toxicology_date_type_unit_type_unit_type, t.toxicology_date_type_unit_type_unit_type_source, t.toxicology_date_type_unit_type_unit_type_comment, t",SELECT * FROM toxicology WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR004')
14,169,List out the code for drivers who have nationality in America.,formula_1,simple,SELECT code FROM drivers WHERE Nationality = 'American',7,"SELECT * FROM drivers WHERE nationality = 'American'
SELECT * FROM drivers WHERE nationality = 'American'
SELECT * FROM drivers WHERE nationality = 'American'
SELECT * FROM drivers WHERE nationality = 'American'
SELECT * FROM drivers WHERE nationality = 'American'
SELECT * FROM drivers WHERE nationality = 'American'
SELECT * FROM drivers WHERE nationality = 'American'",SELECT * FROM drivers WHERE nationality = 'American'
15,147,Who is the tallest superhero?,superhero,simple,SELECT superhero_name FROM superhero ORDER BY height_cm DESC LIMIT 1,7,"SELECT superhero.superhero_name, superhero.height_cm FROM superhero ORDER BY superhero.height_cm DESC LIMIT 1
SELECT superhero.superhero_name, superhero.height_cm FROM superhero ORDER BY superhero.height_cm DESC LIMIT 1
SELECT superhero.superhero_name, superhero.height_cm FROM superhero ORDER BY superhero.height_cm DESC LIMIT 1
SELECT superhero.superhero_name, superhero.height_cm FROM superhero ORDER BY superhero.height_cm DESC LIMIT 1
SELECT superhero.superhero_name, superhero.height_cm FROM superhero ORDER BY superhero.height_cm DESC LIMIT 1
SELECT superhero.superhero_name, superhero.height_cm FROM superhero ORDER BY superhero.height_cm DESC LIMIT 1
SELECT superhero.superhero_name, superhero.height_cm FROM superhero ORDER BY superhero.height_cm DESC LIMIT 1","SELECT superhero.superhero_name, superhero.height_cm FROM superhero ORDER BY superhero.height_cm DESC LIMIT 1"
16,194,How many players had the highest potential score for crossing that preferred to use their left foots while attacking?,european_football_2,moderate,SELECT COUNT(t1.id) FROM Player_Attributes AS t1 WHERE t1.preferred_foot = 'left' AND t1.crossing = ( SELECT MAX(crossing) FROM Player_Attributes),7,"SELECT COUNT(*) FROM player_attributes WHERE potential = (SELECT MAX(potential) FROM player_attributes WHERE preferred_foot = 'left') AND crossing > 0
SELECT COUNT(*) FROM player_attributes WHERE potential = (SELECT MAX(potential) FROM player_attributes WHERE preferred_foot = 'left') AND crossing > 0
SELECT COUNT(*) FROM player_attributes WHERE potential = (SELECT MAX(potential) FROM player_attributes WHERE preferred_foot = 'left') AND crossing > 0
SELECT COUNT(*) FROM player_attributes WHERE potential = (SELECT MAX(potential) FROM player_attributes WHERE preferred_foot = 'left') AND crossing > 0
SELECT COUNT(*) FROM player_attributes WHERE potential = (SELECT MAX(potential) FROM player_attributes WHERE preferred_foot = 'left') AND crossing > 0
SELECT COUNT(*) FROM player_attributes WHERE potential = (SELECT MAX(potential) FROM player_attributes WHERE preferred_foot = 'left') AND crossing > 0
SELECT COUNT(*) FROM player_attributes WHERE potential = (SELECT MAX(potential) FROM player_attributes WHERE preferred_foot = 'left') AND crossing > 0",SELECT COUNT(*) FROM player_attributes WHERE potential = (SELECT MAX(potential) FROM player_attributes WHERE preferred_foot = 'left') AND crossing > 0
17,233,"What is the average total price of the transactions taken place in January, 2012?",debit_card_specializing,simple,SELECT AVG(Amount) FROM transactions_1k WHERE Date LIKE '2012-01%',7,"SELECT AVG(price) FROM transactions_1k WHERE date LIKE '2012-01%'
SELECT AVG(price) FROM transactions_1k WHERE date LIKE '2012-01-%'
SELECT AVG(price) FROM transactions_1k WHERE strftime('%Y-%m', date) = '2012-01'
SELECT AVG(price) FROM transactions_1k WHERE date LIKE '2012-01-%'
SELECT AVG(price) FROM transactions_1k WHERE strftime('%Y-%m', date) = '2012-01'
SELECT AVG(price) FROM transactions_1k WHERE strftime('%Y-%m', date) = '2012-01'
SELECT AVG(price) FROM transactions_1k WHERE date LIKE '2012-01-%'",SELECT AVG(price) FROM transactions_1k WHERE date LIKE '2012-01-%'
18,166,In which Formula_1 race did Lewis Hamilton rank the highest?,formula_1,simple,SELECT name FROM races WHERE raceId IN ( SELECT raceId FROM results WHERE rank = 1 AND driverId = ( SELECT driverId FROM drivers WHERE forename = 'Lewis' AND surname = 'Hamilton' ) ),7,"SELECT races.name, drivers.forename, drivers.surname, results.position FROM results JOIN races ON results.raceid = races.raceid JOIN drivers ON results.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' ORDER BY results.position ASC LIMIT 1
SELECT races.name, drivers.forename, drivers.surname, results.position FROM results JOIN races ON results.raceid = races.raceid JOIN drivers ON results.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' ORDER BY results.position ASC LIMIT 1
SELECT races.name, drivers.forename, drivers.surname, results.position FROM results JOIN races ON results.raceid = races.raceid JOIN drivers ON results.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' ORDER BY results.position ASC LIMIT 1
SELECT races.name, drivers.forename, drivers.surname, results.position FROM results JOIN races ON results.raceid = races.raceid JOIN drivers ON results.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' ORDER BY results.position ASC LIMIT 1
SELECT races.name, drivers.forename, drivers.surname, results.position FROM results JOIN races ON results.raceid = races.raceid JOIN drivers ON results.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' ORDER BY results.position ASC LIMIT 1
SELECT races.name, drivers.forename, drivers.surname, results.position FROM results JOIN races ON results.raceid = races.raceid JOIN drivers ON results.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' ORDER BY results.position ASC LIMIT 1
SELECT races.name, drivers.forename, drivers.surname, results.position FROM results JOIN races ON results.raceid = races.raceid JOIN drivers ON results.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' ORDER BY results.position ASC LIMIT 1","SELECT races.name, drivers.forename, drivers.surname, results.position FROM results JOIN races ON results.raceid = races.raceid JOIN drivers ON results.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' ORDER BY results.position ASC LIMIT 1"
19,97,Find and list the names of sets which doesn't have Japanese translation but have Korean translation.,card_games,moderate,SELECT name FROM sets WHERE code IN ( SELECT setCode FROM set_translations WHERE language = 'Korean' AND language NOT LIKE '%Japanese%' ),7,"SELECT DISTINCT name FROM cards WHERE name NOT IN (SELECT name FROM foreign_data WHERE language = 'Japanese') AND name IN (SELECT name FROM foreign_data WHERE language = 'Korean')
SELECT DISTINCT name FROM cards WHERE name NOT IN (SELECT name FROM foreign_data WHERE language = 'Japanese') AND name IN (SELECT name FROM foreign_data WHERE language = 'Korean')
SELECT DISTINCT name FROM cards WHERE name NOT IN (SELECT name FROM foreign_data WHERE language = 'Japanese') AND name IN (SELECT name FROM foreign_data WHERE language = 'Korean')
SELECT DISTINCT name FROM cards WHERE name NOT IN (SELECT name FROM foreign_data WHERE language = 'Japanese') AND name IN (SELECT name FROM foreign_data WHERE language = 'Korean')
SELECT DISTINCT name FROM cards WHERE name NOT IN (SELECT name FROM foreign_data WHERE language = 'Japanese') AND name IN (SELECT name FROM foreign_data WHERE language = 'Korean')
SELECT DISTINCT name FROM cards WHERE name NOT IN (SELECT name FROM foreign_data WHERE language = 'Japanese') AND name IN (SELECT name FROM foreign_data WHERE language = 'Korean')
SELECT DISTINCT name FROM cards WHERE name NOT IN (SELECT name FROM foreign_data WHERE language = 'Japanese') AND name IN (SELECT name FROM foreign_data WHERE language = 'Korean')",SELECT DISTINCT name FROM cards WHERE name NOT IN (SELECT name FROM foreign_data WHERE language = 'Japanese') AND name IN (SELECT name FROM foreign_data WHERE language = 'Korean')
20,219,What is the most popular size of t-shirt ordered by the club members?,student_club,simple,SELECT t_shirt_size FROM member GROUP BY t_shirt_size ORDER BY COUNT(t_shirt_size) DESC LIMIT 1,7,"SELECT t_shirt_size, COUNT(*) AS count FROM member GROUP BY t_shirt_size ORDER BY count DESC LIMIT 1
SELECT t_shirt_size, COUNT(*) AS count FROM member GROUP BY t_shirt_size ORDER BY count DESC LIMIT 1
SELECT t_shirt_size, COUNT(*) AS count FROM member GROUP BY t_shirt_size ORDER BY count DESC LIMIT 1
SELECT t_shirt_size, COUNT(*) AS count FROM member GROUP BY t_shirt_size ORDER BY count DESC LIMIT 1
SELECT t_shirt_size, COUNT(*) AS count FROM member GROUP BY t_shirt_size ORDER BY count DESC LIMIT 1
SELECT t_shirt_size, COUNT(*) AS count FROM member GROUP BY t_shirt_size ORDER BY count DESC LIMIT 1
SELECT t_shirt_size, COUNT(*) AS count FROM member GROUP BY t_shirt_size ORDER BY count DESC LIMIT 1","SELECT t_shirt_size, COUNT(*) AS count FROM member GROUP BY t_shirt_size ORDER BY count DESC LIMIT 1"
21,30,Which toxic element can be found in the molecule TR151?,toxicology,challenging,SELECT DISTINCT T.element FROM atom AS T WHERE T.molecule_id = 'TR151',7,"SELECT element FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id JOIN molecule m ON b.molecule_id = m.molecule_id WHERE m.label = 'TR151' AND element IN ('Hg', 'Pb', 'As', 'Sb', 'Bi', 'Cd', 'Se', 'Te', 'I', 'Br', 'Cl', 'F', 'O', 'N', 'S', 'P', 'C', 'Si', 'Ge', 'Sn', 'Pb', 'Bi', 'Te', 'Po', 'At', 'Rn', 'Fr', 'Ra', 'Ac', 'Th', 'Pa', 'U', 'Np', 'Pu', 'Am', 'Cm', 'Bk', 'Cf', 'Es', 'Fm', 'Md', 'No', 'Lr', 'Rf', 'Db', 'Sg', 'Bh', 'Hs', 'Mt', 'Ds', 'Rg', 'Cn', 'Nh', 'Fl', 'Mc', 'Lv', 'Ts', 'Og', 'Uue', 'Ubn', 'Ubu', 'Ubb', 'Ubt', 'Ubq', 'Ubp', 'Ubh', 'Ubs', 'Ubo', 'Ube', 'Utn', 'Utc', 'Uts', '
SELECT element FROM atom WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR151') AND atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = 'toxic'))
SELECT element FROM atom a, molecule m, connected c, bond b WHERE a.molecule_id = m.molecule_id AND a.atom_id = c.atom_id AND c.bond_id = b.bond_id AND b.bond_type = 'TR151'
SELECT element FROM atom WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR151') AND atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR151')))
SELECT element FROM atom a, molecule m, connected c, bond b WHERE a.molecule_id = m.molecule_id AND a.atom_id = c.atom_id AND c.bond_id = b.bond_id AND m.label = 'TR151' AND b.bond_type = 'toxic'
SELECT element FROM atom WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR151') AND atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = 'toxic'))
SELECT element FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id JOIN molecule m ON b.molecule_id = m.molecule_id WHERE m.label = 'TR151' AND b.bond_type = 'toxic'",SELECT element FROM atom WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR151') AND atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = 'toxic'))
22,193,Please provide top five football players' IDs who are among the lowest potential players and prefer to use the right foot when attacking.,european_football_2,moderate,SELECT id FROM Player_Attributes WHERE preferred_foot = 'right' ORDER BY potential DESC LIMIT 5,7,"SELECT player_attributes.player_fifa_api_id, player_attributes.potential, player_attributes.preferred_foot, player_attributes.attacking_work_rate, player_attributes.defensive_work_rate, player_attributes.crossing, player_attributes.finishing, player_attributes.heading_accuracy, player_attributes.short_passing, player_attributes.volleys, player_attributes.dribbling, player_attributes.curve, player_attributes.free_kick_accuracy, player_attributes.long_passing, player_attributes.ball_control, player_attributes.acceleration, player_attributes.sprint_speed, player_attributes.agility, player_attributes.reactions, player_attributes.balance, player_attributes.shot_power, player_attributes.jumping, player_attributes.stamina, player_attributes.strength, player_attributes.long_shots, player_attributes.aggression, player_attributes.interceptions, player_attributes.positioning, player_attributes.vision, player_attributes.penalties, player_attributes.marking, player_attributes.standing_tackle, player_attributes.sliding_tackle, player_attributes.gk_diving, player_attributes.gk_handling, player_attributes.gk_kicking, player_attributes.gk_positioning, player_attributes.gk_reflexes FROM player_attributes INNER JOIN player ON player_
SELECT player_attributes.player_fifa_api_id, player_attributes.potential, player_attributes.preferred_foot, player_attributes.attacking_work_rate, player_attributes.defensive_work_rate, player_attributes.crossing, player_attributes.finishing, player_attributes.heading_accuracy, player_attributes.short_passing, player_attributes.volleys, player_attributes.dribbling, player_attributes.curve, player_attributes.free_kick_accuracy, player_attributes.long_passing, player_attributes.ball_control, player_attributes.acceleration, player_attributes.sprint_speed, player_attributes.agility, player_attributes.reactions, player_attributes.balance, player_attributes.shot_power, player_attributes.jumping, player_attributes.stamina, player_attributes.strength, player_attributes.long_shots, player_attributes.aggression, player_attributes.interceptions, player_attributes.positioning, player_attributes.vision, player_attributes.penalties, player_attributes.marking, player_attributes.standing_tackle, player_attributes.sliding_tackle, player_attributes.gk_diving, player_attributes.gk_handling, player_attributes.gk_kicking, player_attributes.gk_positioning, player_attributes.gk_reflexes FROM player_attributes INNER JOIN player ON player_
SELECT player_attributes.player_fifa_api_id, player_attributes.potential, player_attributes.preferred_foot, player_attributes.attacking_work_rate, player_attributes.defensive_work_rate, player_attributes.crossing, player_attributes.finishing, player_attributes.heading_accuracy, player_attributes.short_passing, player_attributes.volleys, player_attributes.dribbling, player_attributes.curve, player_attributes.free_kick_accuracy, player_attributes.long_passing, player_attributes.ball_control, player_attributes.acceleration, player_attributes.sprint_speed, player_attributes.agility, player_attributes.reactions, player_attributes.balance, player_attributes.shot_power, player_attributes.jumping, player_attributes.stamina, player_attributes.strength, player_attributes.long_shots, player_attributes.aggression, player_attributes.interceptions, player_attributes.positioning, player_attributes.vision, player_attributes.penalties, player_attributes.marking, player_attributes.standing_tackle, player_attributes.sliding_tackle, player_attributes.gk_diving, player_attributes.gk_handling, player_attributes.gk_kicking, player_attributes.gk_positioning, player_attributes.gk_reflexes FROM player_attributes INNER JOIN player ON player_
SELECT player_attributes.player_fifa_api_id, player_attributes.potential, player_attributes.preferred_foot, player_attributes.attacking_work_rate, player_attributes.defensive_work_rate, player_attributes.crossing, player_attributes.finishing, player_attributes.heading_accuracy, player_attributes.short_passing, player_attributes.volleys, player_attributes.dribbling, player_attributes.curve, player_attributes.free_kick_accuracy, player_attributes.long_passing, player_attributes.ball_control, player_attributes.acceleration, player_attributes.sprint_speed, player_attributes.agility, player_attributes.reactions, player_attributes.balance, player_attributes.shot_power, player_attributes.jumping, player_attributes.stamina, player_attributes.strength, player_attributes.long_shots, player_attributes.aggression, player_attributes.interceptions, player_attributes.positioning, player_attributes.vision, player_attributes.penalties, player_attributes.marking, player_attributes.standing_tackle, player_attributes.sliding_tackle, player_attributes.gk_diving, player_attributes.gk_handling, player_attributes.gk_kicking, player_attributes.gk_positioning, player_attributes.gk_reflexes FROM player_attributes INNER JOIN player ON player_
SELECT player_attributes.player_fifa_api_id, player_attributes.potential, player_attributes.preferred_foot, player_attributes.attacking_work_rate, player_attributes.defensive_work_rate, player_attributes.crossing, player_attributes.finishing, player_attributes.heading_accuracy, player_attributes.short_passing, player_attributes.volleys, player_attributes.dribbling, player_attributes.curve, player_attributes.free_kick_accuracy, player_attributes.long_passing, player_attributes.ball_control, player_attributes.acceleration, player_attributes.sprint_speed, player_attributes.agility, player_attributes.reactions, player_attributes.balance, player_attributes.shot_power, player_attributes.jumping, player_attributes.stamina, player_attributes.strength, player_attributes.long_shots, player_attributes.aggression, player_attributes.interceptions, player_attributes.positioning, player_attributes.vision, player_attributes.penalties, player_attributes.marking, player_attributes.standing_tackle, player_attributes.sliding_tackle, player_attributes.gk_diving, player_attributes.gk_handling, player_attributes.gk_kicking, player_attributes.gk_positioning, player_attributes.gk_reflexes FROM player_attributes INNER JOIN player ON player_
SELECT player_attributes.player_fifa_api_id, player_attributes.potential, player_attributes.preferred_foot, player_attributes.attacking_work_rate, player_attributes.defensive_work_rate, player_attributes.crossing, player_attributes.finishing, player_attributes.heading_accuracy, player_attributes.short_passing, player_attributes.volleys, player_attributes.dribbling, player_attributes.curve, player_attributes.free_kick_accuracy, player_attributes.long_passing, player_attributes.ball_control, player_attributes.acceleration, player_attributes.sprint_speed, player_attributes.agility, player_attributes.reactions, player_attributes.balance, player_attributes.shot_power, player_attributes.jumping, player_attributes.stamina, player_attributes.strength, player_attributes.long_shots, player_attributes.aggression, player_attributes.interceptions, player_attributes.positioning, player_attributes.vision, player_attributes.penalties, player_attributes.marking, player_attributes.standing_tackle, player_attributes.sliding_tackle, player_attributes.gk_diving, player_attributes.gk_handling, player_attributes.gk_kicking, player_attributes.gk_positioning, player_attributes.gk_reflexes FROM player_attributes WHERE player_attributes.potential
SELECT player_attributes.player_fifa_api_id, player_attributes.potential, player_attributes.preferred_foot, player_attributes.attacking_work_rate, player_attributes.defensive_work_rate, player_attributes.crossing, player_attributes.finishing, player_attributes.heading_accuracy, player_attributes.short_passing, player_attributes.volleys, player_attributes.dribbling, player_attributes.curve, player_attributes.free_kick_accuracy, player_attributes.long_passing, player_attributes.ball_control, player_attributes.acceleration, player_attributes.sprint_speed, player_attributes.agility, player_attributes.reactions, player_attributes.balance, player_attributes.shot_power, player_attributes.jumping, player_attributes.stamina, player_attributes.strength, player_attributes.long_shots, player_attributes.aggression, player_attributes.interceptions, player_attributes.positioning, player_attributes.vision, player_attributes.penalties, player_attributes.marking, player_attributes.standing_tackle, player_attributes.sliding_tackle, player_attributes.gk_diving, player_attributes.gk_handling, player_attributes.gk_kicking, player_attributes.gk_positioning, player_attributes.gk_reflexes FROM player_attributes INNER JOIN player ON player_","SELECT player_attributes.player_fifa_api_id, player_attributes.potential, player_attributes.preferred_foot, player_attributes.attacking_work_rate, player_attributes.defensive_work_rate, player_attributes.crossing, player_attributes.finishing, player_attributes.heading_accuracy, player_attributes.short_passing, player_attributes.volleys, player_attributes.dribbling, player_attributes.curve, player_attributes.free_kick_accuracy, player_attributes.long_passing, player_attributes.ball_control, player_attributes.acceleration, player_attributes.sprint_speed, player_attributes.agility, player_attributes.reactions, player_attributes.balance, player_attributes.shot_power, player_attributes.jumping, player_attributes.stamina, player_attributes.strength, player_attributes.long_shots, player_attributes.aggression, player_attributes.interceptions, player_attributes.positioning, player_attributes.vision, player_attributes.penalties, player_attributes.marking, player_attributes.standing_tackle, player_attributes.sliding_tackle, player_attributes.gk_diving, player_attributes.gk_handling, player_attributes.gk_kicking, player_attributes.gk_positioning, player_attributes.gk_reflexes FROM player_attributes INNER JOIN player ON player_"
