,Qid,Question,Db_Id,hardness,Query Gold,Repeated,Query Generated,Most Frequent Query
80,683,List the names of people that are not poker players.,poker_player,hard,SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player),7,"SELECT people.name  FROM people  LEFT JOIN poker_player  ON people.people_id = poker_player.people_id  WHERE poker_player.people_id IS NULL
SELECT people.name  FROM people  LEFT JOIN poker_player  ON people.people_id = poker_player.people_id  WHERE poker_player.people_id IS NULL
SELECT people.name  FROM people  LEFT JOIN poker_player  ON people.people_id = poker_player.people_id  WHERE poker_player.people_id IS NULL
SELECT people.name  FROM people  LEFT JOIN poker_player ON people.people_id = poker_player.people_id  WHERE poker_player.people_id IS NULL
SELECT people.name  FROM people  LEFT JOIN poker_player  ON people.people_id = poker_player.people_id  WHERE poker_player.people_id IS NULL
SELECT people.name  FROM people  LEFT JOIN poker_player  ON people.people_id = poker_player.people_id  WHERE poker_player.people_id IS NULL
SELECT people.name  FROM people  LEFT JOIN poker_player  ON people.people_id = poker_player.people_id  WHERE poker_player.people_id IS NULL",SELECT people.name  FROM people  LEFT JOIN poker_player  ON people.people_id = poker_player.people_id  WHERE poker_player.people_id IS NULL
81,928,"Which professional did not operate any treatment on dogs? List the professional's id, role and email.",dog_kennels,extra,"SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id",7,"SELECT professionals.professional_id, professionals.role_code, professionals.email_address FROM professionals LEFT JOIN treatments ON professionals.professional_id = treatments.professional_id WHERE treatments.professional_id IS NULL
SELECT professionals.professional_id, professionals.role_code, professionals.email_address FROM professionals LEFT JOIN treatments ON professionals.professional_id = treatments.professional_id WHERE treatments.professional_id IS NULL
SELECT professionals.professional_id, professionals.role_code, professionals.email_address FROM professionals LEFT JOIN treatments ON professionals.professional_id = treatments.professional_id WHERE treatments.professional_id IS NULL
SELECT professionals.professional_id, professionals.role_code, professionals.email_address FROM professionals LEFT JOIN treatments ON professionals.professional_id = treatments.professional_id WHERE treatments.professional_id IS NULL
SELECT professionals.professional_id, professionals.role_code, professionals.email_address FROM professionals LEFT JOIN treatments ON professionals.professional_id = treatments.professional_id WHERE treatments.professional_id IS NULL
SELECT professionals.professional_id, professionals.role_code, professionals.email_address FROM professionals LEFT JOIN treatments ON professionals.professional_id = treatments.professional_id WHERE treatments.professional_id IS NULL
SELECT professionals.professional_id, professionals.role_code, professionals.email_address FROM professionals LEFT JOIN treatments ON professionals.professional_id = treatments.professional_id WHERE treatments.professional_id IS NULL","SELECT professionals.professional_id, professionals.role_code, professionals.email_address FROM professionals LEFT JOIN treatments ON professionals.professional_id = treatments.professional_id WHERE treatments.professional_id IS NULL"
82,219,How many United Airlines flights go to City 'Aberdeen'?,flight_2,hard,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",7,"SELECT COUNT(*) FROM flights  INNER JOIN airlines ON flights.airline = airlines.abbreviation  INNER JOIN airports ON flights.destairport = airports.airportcode  WHERE airlines.airline = 'United Airlines' AND airports.city = 'Aberdeen'
SELECT COUNT(*) FROM flights  INNER JOIN airlines ON flights.airline = airlines.abbreviation  INNER JOIN airports ON flights.destairport = airports.airportcode  WHERE airlines.airline = 'United Airlines' AND airports.city = 'Aberdeen'
SELECT COUNT(*) FROM flights  INNER JOIN airlines ON flights.airline = airlines.abbreviation  INNER JOIN airports ON flights.destairport = airports.airportcode  WHERE airlines.airline = 'United Airlines' AND airports.city = 'Aberdeen'
SELECT COUNT(*) FROM flights  INNER JOIN airlines ON flights.airline = airlines.abbreviation  INNER JOIN airports ON flights.destairport = airports.airportcode  WHERE airlines.airline = 'United Airlines' AND airports.city = 'Aberdeen'
SELECT COUNT(*) FROM flights  INNER JOIN airlines ON flights.airline = airlines.abbreviation  INNER JOIN airports ON flights.destairport = airports.airportcode  WHERE airlines.airline = 'United Airlines' AND airports.city = 'Aberdeen'
SELECT COUNT(*) FROM flights  INNER JOIN airlines ON flights.airline = airlines.abbreviation  INNER JOIN airports ON flights.destairport = airports.airportcode  WHERE airlines.airline = 'United Airlines' AND airports.city = 'Aberdeen'
SELECT COUNT(*) FROM flights  INNER JOIN airlines ON flights.airline = airlines.abbreviation  INNER JOIN airports ON flights.destairport = airports.airportcode  WHERE airlines.airline = 'United Airlines' AND airports.city = 'Aberdeen'",SELECT COUNT(*) FROM flights  INNER JOIN airlines ON flights.airline = airlines.abbreviation  INNER JOIN airports ON flights.destairport = airports.airportcode  WHERE airlines.airline = 'United Airlines' AND airports.city = 'Aberdeen'
83,628,How many cartoons did each director create?,tvshow,medium,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by",7,"SELECT c.directed_by, COUNT(c.id) as num_cartoons FROM cartoon as c GROUP BY c.directed_by
SELECT c.directed_by, COUNT(c.id) as num_cartoons FROM cartoon c GROUP BY c.directed_by
SELECT c.directed_by, COUNT(c.id) as num_cartoons FROM cartoon c GROUP BY c.directed_by
SELECT c.directed_by, COUNT(c.id) as num_cartoons FROM cartoon as c GROUP BY c.directed_by
SELECT c.directed_by, COUNT(c.id) as num_cartoons FROM cartoon as c GROUP BY c.directed_by
SELECT c.directed_by, COUNT(c.id) as num_cartoons FROM cartoon as c GROUP BY c.directed_by
SELECT c.directed_by, COUNT(c.id) as num_cartoons FROM cartoon as c GROUP BY c.directed_by","SELECT c.directed_by, COUNT(c.id) as num_cartoons FROM cartoon as c GROUP BY c.directed_by"
84,452,What are the first names and country codes for players who won both the WTA Championships and the Australian Open?,wta_1,extra,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'WTA Championships' INTERSECT SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'Australian Open'",7,"SELECT players.first_name, players.country_code FROM players JOIN matches AS WTA_Champs ON players.player_id = WTA_Champs.winner_id JOIN matches AS Australian_Open ON players.player_id = Australian_Open.winner_id WHERE WTA_Champs.tourney_name = 'WTA Championships' AND Australian_Open.tourney_name = 'Australian Open' GROUP BY players.player_id HAVING COUNT(DISTINCT WTA_Champs.tourney_name, Australian_Open.tourney_name) = 2
SELECT players.first_name, players.country_code FROM players JOIN matches AS WTA_Champs ON players.player_id = WTA_Champs.winner_id JOIN matches AS Australian_Open ON players.player_id = Australian_Open.winner_id WHERE WTA_Champs.tourney_name = 'WTA Championships' AND Australian_Open.tourney_name = 'Australian Open' GROUP BY players.player_id HAVING COUNT(DISTINCT WTA_Champs.tourney_name, Australian_Open.tourney_name) = 2
SELECT players.first_name, players.country_code FROM players JOIN matches AS WTA_Champs ON players.player_id = WTA_Champs.winner_id JOIN matches AS Australian_Open ON players.player_id = Australian_Open.winner_id WHERE WTA_Champs.tourney_name = 'WTA Championships' AND Australian_Open.tourney_name = 'Australian Open' GROUP BY players.player_id HAVING COUNT(DISTINCT WTA_Champs.tourney_name) > 0 AND COUNT(DISTINCT Australian_Open.tourney_name) > 0
SELECT players.first_name, players.country_code FROM players JOIN matches AS WTA_Champs ON players.player_id = WTA_Champs.winner_id JOIN matches AS Australian_Open ON players.player_id = Australian_Open.winner_id WHERE WTA_Champs.tourney_name = 'WTA Championships' AND Australian_Open.tourney_name = 'Australian Open' GROUP BY players.player_id HAVING COUNT(DISTINCT WTA_Champs.tourney_name, Australian_Open.tourney_name) = 2
SELECT players.first_name, players.country_code FROM players JOIN matches AS WTA_Champs ON players.player_id = WTA_Champs.winner_id JOIN matches AS Australian_Open ON players.player_id = Australian_Open.winner_id WHERE WTA_Champs.tourney_name = 'WTA Championships' AND Australian_Open.tourney_name = 'Australian Open' GROUP BY players.player_id HAVING COUNT(DISTINCT WTA_Champs.tourney_name, Australian_Open.tourney_name) = 2
SELECT players.first_name, players.country_code FROM players JOIN matches AS WTA_Champs ON players.player_id = WTA_Champs.winner_id JOIN matches AS Australian_Open ON players.player_id = Australian_Open.winner_id WHERE WTA_Champs.tourney_name = 'WTA Championships' AND Australian_Open.tourney_name = 'Australian Open' GROUP BY players.player_id HAVING COUNT(DISTINCT WTA_Champs.tourney_name, Australian_Open.tourney_name) = 2
SELECT players.first_name, players.country_code FROM players JOIN matches AS WTA_Champs ON players.player_id = WTA_Champs.winner_id JOIN matches AS Australian_Open ON players.player_id = Australian_Open.winner_id WHERE WTA_Champs.tourney_name = 'WTA Championships' AND Australian_Open.tourney_name = 'Australian Open' GROUP BY players.player_id HAVING COUNT(DISTINCT WTA_Champs.tourney_name, Australian_Open.tourney_name) = 2","SELECT players.first_name, players.country_code FROM players JOIN matches AS WTA_Champs ON players.player_id = WTA_Champs.winner_id JOIN matches AS Australian_Open ON players.player_id = Australian_Open.winner_id WHERE WTA_Champs.tourney_name = 'WTA Championships' AND Australian_Open.tourney_name = 'Australian Open' GROUP BY players.player_id HAVING COUNT(DISTINCT WTA_Champs.tourney_name, Australian_Open.tourney_name) = 2"
85,485,How many different winners both participated in the WTA Championships and were left handed?,wta_1,medium,SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L',7,"SELECT COUNT(DISTINCT winner_id)  FROM matches  WHERE winner_hand = 'L' AND tourney_level = 'WTA' AND winner_id IN (SELECT player_id FROM players WHERE hand = 'L')
SELECT COUNT(DISTINCT winner_id)  FROM matches  WHERE winner_hand = 'L' AND tourney_level = 'WTA' AND winner_id IN (SELECT player_id FROM players WHERE hand = 'L')
SELECT COUNT(DISTINCT winner_id)  FROM matches  WHERE winner_hand = 'L' AND tourney_level = 'WTA' AND winner_id IN (SELECT player_id FROM players WHERE hand = 'L')
SELECT COUNT(DISTINCT winner_id)  FROM matches  WHERE winner_hand = 'L' AND tourney_level = 'WTA' AND winner_id IN (SELECT player_id FROM players WHERE hand = 'L')
SELECT COUNT(DISTINCT winner_id)  FROM matches  WHERE winner_hand = 'L' AND tourney_level = 'WTA' AND winner_id IN (SELECT player_id FROM players WHERE hand = 'L')
SELECT COUNT(DISTINCT winner_id)  FROM matches  WHERE winner_hand = 'L' AND tourney_level = 'WTA' AND winner_id IN (SELECT player_id FROM players WHERE hand = 'L')
SELECT COUNT(DISTINCT winner_id)  FROM matches  WHERE winner_hand = 'L' AND tourney_level = 'WTA' AND winner_id IN (SELECT player_id FROM players WHERE hand = 'L')",SELECT COUNT(DISTINCT winner_id)  FROM matches  WHERE winner_hand = 'L' AND tourney_level = 'WTA' AND winner_id IN (SELECT player_id FROM players WHERE hand = 'L')
86,124,What are the names and ids of all countries with at least one car maker?,car_1,medium,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",7,"SELECT DISTINCT c.countryname, c.countryid  FROM countries AS c  JOIN car_makers AS cm ON c.countryid = cm.country  WHERE c.continent IN (SELECT contid FROM continents)
SELECT DISTINCT c.countryname, c.countryid  FROM countries AS c  JOIN car_makers AS cm ON c.countryid = cm.country  WHERE c.continent IN ('contid', 'continent') AND cm.id IN (     SELECT maker      FROM model_list      UNION      SELECT id      FROM car_makers  ) 
SELECT DISTINCT c.countryname, c.countryid  FROM countries AS c  JOIN car_makers AS cm ON c.countryid = cm.country  WHERE c.continent IN ('contid', 'continent')
SELECT DISTINCT c.countryname, c.countryid  FROM countries AS c  JOIN car_makers AS cm ON c.countryid = cm.country  WHERE c.continent IN ('contid', 'continent')
SELECT DISTINCT c.countryname, c.countryid  FROM countries AS c  JOIN car_makers AS cm ON c.countryid = cm.country  WHERE c.continent IN ('contid', 'continent') AND cm.id IS NOT NULL
SELECT DISTINCT c.countryname, c.countryid  FROM countries AS c  JOIN car_makers AS cm ON c.countryid = cm.country  WHERE c.continent IN ('contid', 'continent') AND cm.id IS NOT NULL
SELECT DISTINCT c.countryname, c.countryid  FROM countries AS c  JOIN car_makers AS cm ON c.countryid = cm.country  WHERE c.continent IN ('contid', 'continent')","SELECT DISTINCT c.countryname, c.countryid  FROM countries AS c  JOIN car_makers AS cm ON c.countryid = cm.country  WHERE c.continent IN ('contid', 'continent')"
87,247,"What are flight numbers of flights departing from Airport ""APG""?",flight_2,easy,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",7,"SELECT flightno FROM flights WHERE sourceairport = ""APG""
SELECT flightno FROM flights WHERE sourceairport = ""APG""
SELECT flightno FROM flights WHERE sourceairport = ""APG""
SELECT flightno FROM flights WHERE sourceairport = ""APG""
SELECT flightno FROM flights WHERE sourceairport = ""APG""
SELECT flightno FROM flights WHERE sourceairport = ""APG""
SELECT flightno FROM flights WHERE sourceairport = ""APG""","SELECT flightno FROM flights WHERE sourceairport = ""APG"""
88,31,Show names for all stadiums except for stadiums having a concert in year 2014.,concert_singer,hard,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,7,"SELECT stadium.name  FROM stadium  LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id  WHERE concert.year != 2014 OR concert.year IS NULL
SELECT stadium.name  FROM stadium  LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id  WHERE concert.year != 2014 OR concert.year IS NULL
SELECT stadium.name  FROM stadium  LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id  WHERE concert.year != 2014 OR concert.year IS NULL
SELECT stadium.name  FROM stadium  LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id  WHERE concert.year != 2014 OR concert.year IS NULL
SELECT stadium.name  FROM stadium  LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id  WHERE concert.year != 2014 OR concert.year IS NULL
SELECT stadium.name  FROM stadium  LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id  WHERE concert.year != 2014 OR concert.year IS NULL
SELECT stadium.name  FROM stadium  LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id  WHERE concert.year != 2014 OR concert.year IS NULL",SELECT stadium.name  FROM stadium  LEFT JOIN concert ON stadium.stadium_id = concert.stadium_id  WHERE concert.year != 2014 OR concert.year IS NULL
89,389,Show the name of teachers aged either 32 or 33?,course_teach,medium,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,7,"SELECT teacher.name  FROM teacher  WHERE teacher.age IN (32, 33)
SELECT teacher.name  FROM teacher  WHERE teacher.age IN (32, 33)
SELECT teacher.name  FROM teacher  WHERE teacher.age IN (32, 33)
SELECT teacher.name  FROM teacher  WHERE teacher.age IN (32, 33)
SELECT teacher.name  FROM teacher  WHERE teacher.age IN (32, 33)
SELECT teacher.name  FROM teacher  WHERE teacher.age IN (32, 33)
SELECT teacher.name  FROM teacher  WHERE teacher.age IN (32, 33)","SELECT teacher.name  FROM teacher  WHERE teacher.age IN (32, 33)"
90,165,"For the cars with 4 cylinders, which model has the largest horsepower?",car_1,extra,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,7,"SELECT model FROM cars_data  INNER JOIN car_names ON cars_data.id = car_names.makeid  WHERE cylinders = 4  ORDER BY horsepower DESC  LIMIT 1
SELECT model, MAX(horsepower)  FROM cars_data  JOIN car_names ON cars_data.id = car_names.makeid  JOIN model_list ON car_names.model = model_list.modelid  WHERE cylinders = 4
SELECT model, MAX(horsepower)  FROM cars_data  INNER JOIN car_names ON cars_data.id = car_names.makeid  WHERE cylinders = 4
SELECT model, MAX(horsepower) FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid JOIN model_list ON car_names.model = model_list.modelid WHERE cylinders = 4
SELECT model, MAX(horsepower)  FROM cars_data  INNER JOIN car_names ON cars_data.id = car_names.makeid  WHERE cylinders = 4
SELECT model, MAX(horsepower)  FROM cars_data  INNER JOIN car_names ON cars_data.id = car_names.makeid  WHERE cylinders = 4
SELECT model, MAX(horsepower)  FROM cars_data  INNER JOIN car_names ON cars_data.id = car_names.makeid  WHERE cylinders = 4","SELECT model, MAX(horsepower)  FROM cars_data  INNER JOIN car_names ON cars_data.id = car_names.makeid  WHERE cylinders = 4"
91,707,How much surface area do the countires in the Carribean cover together?,world_1,easy,"SELECT sum(SurfaceArea) FROM country WHERE Region  =  ""Caribbean""",7,"SELECT SUM(surfacearea) FROM country WHERE continent = 'Caribbean'
SELECT SUM(surfacearea) FROM country WHERE continent='Caribbean'
SELECT SUM(surfacearea) FROM country WHERE continent='Caribbean'
SELECT SUM(surfacearea) FROM country WHERE continent='Caribbean'
SELECT SUM(surfacearea) FROM country WHERE continent='Caribbean'
SELECT SUM(surfacearea) FROM country WHERE continent='Caribbean'
SELECT SUM(surfacearea) FROM country WHERE continent='Caribbean'",SELECT SUM(surfacearea) FROM country WHERE continent='Caribbean'
92,1021,what are the different names of the singers that have sales more than 300000?,singer,medium,SELECT DISTINCT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID WHERE T2.Sales  >  300000,7,"SELECT DISTINCT s.name  FROM singer AS s  JOIN song AS t  ON s.singer_id = t.singer_id  WHERE t.sales > 300000
SELECT DISTINCT s.name  FROM singer AS s  JOIN song AS t  ON s.singer_id = t.singer_id  WHERE t.sales > 300000
SELECT DISTINCT s.name  FROM singer AS s  JOIN song AS t  ON s.singer_id = t.singer_id  WHERE t.sales > 300000
SELECT DISTINCT s.name  FROM singer AS s  JOIN song AS t  ON s.singer_id = t.singer_id  WHERE t.sales > 300000
SELECT DISTINCT s.name  FROM singer AS s  JOIN song AS t  ON s.singer_id = t.singer_id  WHERE t.sales > 300000
SELECT DISTINCT s.name  FROM singer AS s  JOIN song AS t  ON s.singer_id = t.singer_id  WHERE t.sales > 300000
SELECT DISTINCT s.name  FROM singer AS s  JOIN song AS t  ON s.singer_id = t.singer_id  WHERE t.sales > 300000",SELECT DISTINCT s.name  FROM singer AS s  JOIN song AS t  ON s.singer_id = t.singer_id  WHERE t.sales > 300000
93,58,What are the first names of every student who has a cat or dog as a pet?,pets_1,extra,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',7,"SELECT student.fname  FROM student  JOIN has_pet ON student.stuid = has_pet.stuid  JOIN pets ON has_pet.petid = pets.petid  WHERE pets.pettype = 'cat' OR pets.pettype = 'dog'
SELECT student.fname  FROM student  JOIN has_pet ON student.stuid = has_pet.stuid  JOIN pets ON has_pet.petid = pets.petid  WHERE pets.pettype = 'cat' OR pets.pettype = 'dog'
SELECT student.fname  FROM student  INNER JOIN has_pet ON student.stuid = has_pet.stuid  INNER JOIN pets ON has_pet.petid = pets.petid  WHERE pets.pettype = 'cat' OR pets.pettype = 'dog'
SELECT student.fname  FROM student  JOIN has_pet ON student.stuid = has_pet.stuid  JOIN pets ON has_pet.petid = pets.petid  WHERE pets.pettype = 'cat' OR pets.pettype = 'dog'
SELECT student.fname  FROM student  JOIN has_pet ON student.stuid = has_pet.stuid  JOIN pets ON has_pet.petid = pets.petid  WHERE pets.pettype = 'cat' OR pets.pettype = 'dog'
SELECT student.fname  FROM student  JOIN has_pet ON student.stuid = has_pet.stuid  JOIN pets ON has_pet.petid = pets.petid  WHERE pets.pettype = 'cat' OR pets.pettype = 'dog'
SELECT student.fname  FROM student  JOIN has_pet ON student.stuid = has_pet.stuid  JOIN pets ON has_pet.petid = pets.petid  WHERE pets.pettype = 'cat' OR pets.pettype = 'dog'",SELECT student.fname  FROM student  JOIN has_pet ON student.stuid = has_pet.stuid  JOIN pets ON has_pet.petid = pets.petid  WHERE pets.pettype = 'cat' OR pets.pettype = 'dog'
94,527,List the section_name in reversed lexicographical order.,student_transcripts_tracking,easy,SELECT section_name FROM Sections ORDER BY section_name DESC,7,"SELECT section_name FROM sections ORDER BY section_name DESC
SELECT section_name FROM sections ORDER BY section_name DESC
SELECT section_name FROM sections ORDER BY section_name DESC
SELECT section_name FROM sections ORDER BY section_name DESC
SELECT section_name FROM sections ORDER BY section_name DESC
SELECT section_name FROM sections ORDER BY section_name DESC
SELECT section_name FROM sections ORDER BY section_name DESC",SELECT section_name FROM sections ORDER BY section_name DESC
95,790,"What are the population, name and leader of the country with the largest area?",world_1,medium,"SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1",7,"SELECT country.population, country.name, country.headofstate FROM country ORDER BY country.surfacearea DESC LIMIT 1
SELECT country.population, country.name, country.headofstate FROM country ORDER BY country.surfacearea DESC LIMIT 1
SELECT country.population, country.name, country.headofstate FROM country ORDER BY country.surfacearea DESC LIMIT 1
SELECT country.population, country.name, country.headofstate FROM country ORDER BY country.surfacearea DESC LIMIT 1
SELECT country.population, country.name, country.headofstate FROM country ORDER BY country.surfacearea DESC LIMIT 1
SELECT country.population, country.name, country.headofstate FROM country ORDER BY country.surfacearea DESC LIMIT 1
SELECT country.population, country.name, country.headofstate FROM country ORDER BY country.surfacearea DESC LIMIT 1","SELECT country.population, country.name, country.headofstate FROM country ORDER BY country.surfacearea DESC LIMIT 1"
96,795,How many cities in each district have a population that is above the average population across all cities?,world_1,extra,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District",7,"SELECT district, COUNT(name) AS num_cities FROM city WHERE population > (SELECT AVG(population) FROM city) GROUP BY district
SELECT district, COUNT(*) as num_cities_above_avg_population FROM city WHERE population > (SELECT AVG(population) FROM city) GROUP BY district
SELECT district, COUNT(name) AS num_cities FROM city WHERE population > (SELECT AVG(population) FROM city) GROUP BY district
SELECT district, COUNT(name) AS num_cities FROM city WHERE population > (SELECT AVG(population) FROM city) GROUP BY district
SELECT district, COUNT(id) as num_cities FROM city WHERE population > (SELECT AVG(population) FROM city) GROUP BY district
SELECT district, COUNT(name) AS num_cities FROM city WHERE population > (SELECT AVG(population) FROM city) GROUP BY district
SELECT district, COUNT(name) AS num_cities FROM city WHERE population > (SELECT AVG(population) FROM city) GROUP BY district","SELECT district, COUNT(name) AS num_cities FROM city WHERE population > (SELECT AVG(population) FROM city) GROUP BY district"
97,211,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,flight_2,hard,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",7,"SELECT COUNT(*) FROM flights  INNER JOIN airports AS source ON flights.sourceairport = source.airportcode  INNER JOIN airports AS dest ON flights.destairport = dest.airportcode  WHERE source.city = 'Aberdeen' AND dest.city = 'Ashley'
SELECT COUNT(*) FROM flights  JOIN airports AS source ON flights.sourceairport = source.airportcode  JOIN airports AS dest ON flights.destairport = dest.airportcode  WHERE source.city = 'Aberdeen' AND dest.city = 'Ashley'
SELECT COUNT(*) FROM flights  INNER JOIN airports AS source ON flights.sourceairport = source.airportcode  INNER JOIN airports AS dest ON flights.destairport = dest.airportcode  WHERE source.city = 'Aberdeen' AND dest.city = 'Ashley'
SELECT COUNT(*) FROM flights  INNER JOIN airports AS source ON flights.sourceairport = source.airportcode  INNER JOIN airports AS dest ON flights.destairport = dest.airportcode  WHERE source.city = 'Aberdeen' AND dest.city = 'Ashley'
SELECT COUNT(*) FROM flights  INNER JOIN airports AS source ON flights.sourceairport = source.airportcode  INNER JOIN airports AS dest ON flights.destairport = dest.airportcode  WHERE source.city = 'Aberdeen' AND dest.city = 'Ashley'
SELECT COUNT(*) FROM flights  INNER JOIN airports AS source ON flights.sourceairport = source.airportcode  INNER JOIN airports AS dest ON flights.destairport = dest.airportcode  WHERE source.city = 'Aberdeen' AND dest.city = 'Ashley'
SELECT COUNT(*) FROM flights  INNER JOIN airports AS source ON flights.sourceairport = source.airportcode  INNER JOIN airports AS dest ON flights.destairport = dest.airportcode  WHERE source.city = 'Aberdeen' AND dest.city = 'Ashley'",SELECT COUNT(*) FROM flights  INNER JOIN airports AS source ON flights.sourceairport = source.airportcode  INNER JOIN airports AS dest ON flights.destairport = dest.airportcode  WHERE source.city = 'Aberdeen' AND dest.city = 'Ashley'
98,79,Find the number of pets for each student who has any pet and student id.,pets_1,medium,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid",7,"SELECT has_pet.stuid, COUNT(has_pet.petid) as num_pets FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid GROUP BY has_pet.stuid
SELECT has_pet.stuid, COUNT(has_pet.petid) as num_pets FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid GROUP BY has_pet.stuid
SELECT has_pet.stuid, COUNT(has_pet.petid) as num_pets FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid GROUP BY has_pet.stuid
SELECT has_pet.stuid, COUNT(has_pet.petid) as num_pets FROM has_pet JOIN students ON has_pet.stuid = students.stuid JOIN pets ON has_pet.petid = pets.petid GROUP BY has_pet.stuid
SELECT has_pet.stuid, COUNT(has_pet.petid) as num_pets FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid GROUP BY has_pet.stuid
SELECT has_pet.stuid, COUNT(has_pet.petid) as num_pets FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid GROUP BY has_pet.stuid
SELECT has_pet.stuid, COUNT(has_pet.petid) as num_pets FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid GROUP BY has_pet.stuid","SELECT has_pet.stuid, COUNT(has_pet.petid) as num_pets FROM has_pet JOIN student ON has_pet.stuid = student.stuid JOIN pets ON has_pet.petid = pets.petid GROUP BY has_pet.stuid"
