,Qid,Question,Db_Id,Difficulty,Query Gold,Repeated,Query Generated,Most Frequent Query
25,509,What is the unique id of the set that has the highest number of cards?,card_games,simple,SELECT id FROM sets ORDER BY baseSetSize DESC LIMIT 1,7,"SELECT sets.id FROM sets INNER JOIN cards ON sets.id = cards.setcode GROUP BY sets.id ORDER BY COUNT(cards.id) DESC LIMIT 1
SELECT sets.id FROM sets JOIN cards ON sets.id = cards.setcode GROUP BY sets.id ORDER BY COUNT(cards.id) DESC LIMIT 1
SELECT sets.id FROM sets INNER JOIN cards ON sets.id = cards.setcode GROUP BY sets.id ORDER BY COUNT(cards.id) DESC LIMIT 1
SELECT sets.id FROM sets JOIN cards ON sets.id = cards.setcode GROUP BY sets.id ORDER BY COUNT(cards.id) DESC LIMIT 1
SELECT sets.id FROM sets JOIN cards ON sets.id = cards.setcode GROUP BY sets.id ORDER BY COUNT(cards.id) DESC LIMIT 1
SELECT sets.id FROM sets JOIN cards ON sets.id = cards.setcode GROUP BY sets.id ORDER BY COUNT(cards.id) DESC LIMIT 1
SELECT sets.id FROM sets INNER JOIN cards ON sets.id = cards.setcode GROUP BY sets.id ORDER BY COUNT(cards.id) DESC LIMIT 1",SELECT sets.id FROM sets JOIN cards ON sets.id = cards.setcode GROUP BY sets.id ORDER BY COUNT(cards.id) DESC LIMIT 1
26,1359,"How many times was the budget in Advertisement for ""Yearly Kickoff"" meeting more than ""October Meeting""?",student_club,challenging,SELECT CAST(SUM(CASE WHEN T2.event_name = 'Yearly Kickoff' THEN T1.amount ELSE 0 END) AS REAL) / SUM(CASE WHEN T2.event_name = 'October Meeting' THEN T1.amount ELSE 0 END) FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id WHERE T1.category = 'Advertisement' AND T2.type = 'Meeting',7,"SELECT COUNT(*)  FROM budget  WHERE category = 'Advertisement'  AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'Yearly Kickoff')  AND amount > (SELECT amount FROM budget WHERE category = 'Advertisement' AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'October Meeting'))
SELECT COUNT(*)  FROM budget  WHERE category = 'Advertisement'  AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'Yearly Kickoff')  AND amount > (SELECT amount FROM budget WHERE category = 'Advertisement' AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'October Meeting'))
SELECT COUNT(*)  FROM budget  WHERE category = 'Advertisement'  AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'Yearly Kickoff')  AND amount > (SELECT amount FROM budget WHERE category = 'Advertisement' AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'October Meeting'))
SELECT COUNT(*)  FROM budget  WHERE category = 'Advertisement'  AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'Yearly Kickoff')  AND amount > (SELECT amount FROM budget WHERE category = 'Advertisement' AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'October Meeting'))
SELECT COUNT(*)  FROM budget  WHERE category = 'Advertisement'  AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'Yearly Kickoff')  AND amount > (SELECT amount FROM budget WHERE category = 'Advertisement' AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'October Meeting'))
SELECT COUNT(*)  FROM budget  WHERE category = 'Advertisement'  AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'Yearly Kickoff')  AND amount > (SELECT amount FROM budget WHERE category = 'Advertisement' AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'October Meeting'))
SELECT COUNT(*)  FROM budget  WHERE category = 'Advertisement'  AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'Yearly Kickoff')  AND amount > (SELECT amount FROM budget WHERE category = 'Advertisement' AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'October Meeting'))",SELECT COUNT(*)  FROM budget  WHERE category = 'Advertisement'  AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'Yearly Kickoff')  AND amount > (SELECT amount FROM budget WHERE category = 'Advertisement' AND link_to_event IN (SELECT event_id FROM event WHERE event_name = 'October Meeting'))
27,1474,"Which customers, paying in CZK, consumed the most gas in 2011?",debit_card_specializing,moderate,SELECT T1.CustomerID FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Currency = 'CZK' AND T2.Date BETWEEN 201101 AND 201112 GROUP BY T1.CustomerID ORDER BY SUM(T2.Consumption) DESC LIMIT 1,7,"SELECT c.customerid, c.segment, SUM(ym.consumption) AS total_consumption FROM customers AS c JOIN yearmonth AS ym ON c.customerid = ym.customerid WHERE c.currency = 'CZK' AND strftime('%Y', ym.date) = '2011' GROUP BY c.customerid, c.segment ORDER BY total_consumption DESC
SELECT c.customerid, c.segment, SUM(ym.consumption) as total_consumption FROM customers as c JOIN yearmonth as ym ON c.customerid = ym.customerid WHERE c.currency = 'CZK' AND strftime('%Y', ym.date) = '2011' GROUP BY c.customerid, c.segment ORDER BY total_consumption DESC
SELECT c.customerid, c.segment, SUM(ym.consumption) as total_consumption FROM customers as c JOIN yearmonth as ym ON c.customerid = ym.customerid WHERE c.currency = 'CZK' AND strftime('%Y', ym.date) = '2011' GROUP BY c.customerid, c.segment ORDER BY total_consumption DESC
SELECT c.customerid, c.segment, SUM(ym.consumption) AS total_consumption FROM customers AS c JOIN yearmonth AS ym ON c.customerid = ym.customerid WHERE c.currency = 'CZK' AND strftime('%Y', ym.date) = '2011' GROUP BY c.customerid, c.segment ORDER BY total_consumption DESC
SELECT c.customerid, c.segment, SUM(ym.consumption) as total_consumption FROM customers as c JOIN yearmonth as ym ON c.customerid = ym.customerid WHERE c.currency = 'CZK' AND strftime('%Y', ym.date) = '2011' GROUP BY c.customerid, c.segment ORDER BY total_consumption DESC
SELECT c.customerid, c.segment, SUM(ym.consumption) as total_consumption FROM customers as c JOIN yearmonth as ym ON c.customerid = ym.customerid WHERE c.currency = 'CZK' AND strftime('%Y', ym.date) = '2011' GROUP BY c.customerid, c.segment ORDER BY total_consumption DESC
SELECT c.customerid, c.segment, SUM(ym.consumption) as total_consumption FROM customers as c JOIN yearmonth as ym ON c.customerid = ym.customerid WHERE c.currency = 'CZK' AND strftime('%Y', ym.date) = '2011' GROUP BY c.customerid, c.segment ORDER BY total_consumption DESC","SELECT c.customerid, c.segment, SUM(ym.consumption) as total_consumption FROM customers as c JOIN yearmonth as ym ON c.customerid = ym.customerid WHERE c.currency = 'CZK' AND strftime('%Y', ym.date) = '2011' GROUP BY c.customerid, c.segment ORDER BY total_consumption DESC"
28,506,"For all the set of cards that has Japanese translation, what is the percentage of them are only available in non-foil?",card_games,challenging,SELECT CAST(SUM(CASE WHEN isNonFoilOnly = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM sets WHERE code IN ( SELECT setCode FROM set_translations WHERE language = 'Japanese' ),7,"SELECT (   SELECT COUNT(*) FROM cards WHERE hasnonfoil = 1 AND hasfoil = 0 AND language = 'Japanese' ) / (   SELECT COUNT(*) FROM cards WHERE language = 'Japanese' ) * 100 AS percentage
SELECT (   SELECT COUNT(*)    FROM cards    WHERE hasnonfoil = 1 AND hasfoil = 0 AND language = 'Japanese' ) / (   SELECT COUNT(*)    FROM cards    WHERE language = 'Japanese' ) * 100 AS percentage
SELECT (COUNT(cards.id) * 100 / (SELECT COUNT(*) FROM cards WHERE hasnonfoil = 1 AND hasfoil = 0)) AS percentage FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE foreign_data.language = 'Japanese' AND cards.hasnonfoil = 1 AND cards.hasfoil = 0
SELECT (SELECT COUNT(*) FROM cards WHERE hasnonfoil = 1 AND hasjapanesetranslation = 1) / (SELECT COUNT(*) FROM cards WHERE hasjapanesetranslation = 1) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM cards      WHERE hasnonfoil = 1 AND hasfoil = 0 AND language = 'Japanese' ) / (     SELECT COUNT(*)      FROM cards      WHERE language = 'Japanese' ) * 100 AS percentage
SELECT (SELECT COUNT(*) FROM cards WHERE hasnonfoil = 1 AND hasjapanese = 1) / (SELECT COUNT(*) FROM cards WHERE hasjapanese = 1) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM cards      WHERE hasnonfoil = 1 AND hasfoil = 0 AND language = 'Japanese' ) / (     SELECT COUNT(*)      FROM cards      WHERE language = 'Japanese' ) * 100 AS percentage",SELECT (     SELECT COUNT(*)      FROM cards      WHERE hasnonfoil = 1 AND hasfoil = 0 AND language = 'Japanese' ) / (     SELECT COUNT(*)      FROM cards      WHERE language = 'Japanese' ) * 100 AS percentage
29,362,"What is the description about the ruling of card ""Condemn""?",card_games,simple,SELECT T2.text FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Condemn',7,"SELECT text FROM rulings WHERE uuid = (SELECT uuid FROM cards WHERE name = ""Condemn"")
SELECT text FROM rulings WHERE uuid = (SELECT uuid FROM cards WHERE name = ""Condemn"")
SELECT text FROM rulings WHERE uuid = (SELECT uuid FROM cards WHERE name = ""Condemn"")
SELECT text FROM rulings WHERE uuid = (SELECT uuid FROM cards WHERE name = ""Condemn"")
SELECT text FROM rulings WHERE uuid = (SELECT uuid FROM cards WHERE name = ""Condemn"")
SELECT text FROM rulings WHERE uuid = (SELECT uuid FROM cards WHERE name = ""Condemn"")
SELECT text FROM rulings WHERE uuid = (SELECT uuid FROM cards WHERE name = ""Condemn"")","SELECT text FROM rulings WHERE uuid = (SELECT uuid FROM cards WHERE name = ""Condemn"")"
30,1180,Was the patient a man or a women whose ALT glutamic pylvic transaminase status got 9 on 1992-6-12?,thrombosis_prediction,moderate,SELECT T1.SEX FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GPT = 9.0 AND T2.Date = '1992-06-12',7,"SELECT patient.id, patient.sex, laboratory.alp  FROM patient  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.sex IN ('man', 'woman')  AND laboratory.date = '1992-6-12'  AND laboratory.alp = 9
SELECT patient.id, patient.sex, laboratory.alp FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex IN ('man', 'woman') AND laboratory.date = '1992-6-12' AND laboratory.alp = 9
SELECT patient.id, patient.sex, laboratory.alp FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex IN ('man', 'woman') AND laboratory.date = '1992-6-12' AND laboratory.alp = 9
SELECT patient.id, patient.sex, laboratory.alp  FROM patient  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.sex IN ('man', 'woman') AND laboratory.date = '1992-6-12' AND laboratory.alp = 9
SELECT patient.id, patient.sex, laboratory.alp  FROM patient  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.sex IN ('man', 'woman') AND laboratory.date = '1992-6-12' AND laboratory.alp = 9
SELECT patient.id, patient.sex, laboratory.alp FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex IN ('man', 'woman') AND laboratory.date = '1992-6-12' AND laboratory.alp = 9
SELECT patient.id, patient.sex, laboratory.alp FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex IN ('man', 'woman') AND laboratory.date = '1992-6-12' AND laboratory.alp = 9","SELECT patient.id, patient.sex, laboratory.alp FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex IN ('man', 'woman') AND laboratory.date = '1992-6-12' AND laboratory.alp = 9"
31,586,Which user added a bounty amount of 50 to the post title mentioning variance?,codebase_community,challenging,"SELECT T3.DisplayName, T1.Title FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId INNER JOIN users AS T3 ON T3.Id = T2.UserId WHERE T2.BountyAmount = 50 AND T1.Title LIKE '%variance%'",7,"SELECT users.displayname  FROM users  JOIN votes ON users.id = votes.userid  JOIN posts ON votes.postid = posts.id  WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%' AND posts.title LIKE '%badges%'
SELECT users.displayname  FROM users  JOIN votes ON users.id = votes.userid  JOIN posts ON votes.postid = posts.id  WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%' AND posts.title LIKE '%badges%'
SELECT users.id, users.displayname FROM users JOIN votes ON users.id = votes.userid WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%' AND posts.title LIKE '%badges%'
SELECT users.displayname  FROM users  JOIN votes ON users.id = votes.userid  JOIN posts ON votes.postid = posts.id  WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%' AND posts.title LIKE '%badges%'
SELECT users.id, users.displayname FROM users JOIN votes ON users.id = votes.userid WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%' AND posts.title LIKE '%badges%'
SELECT users.displayname  FROM users  JOIN votes ON users.id = votes.userid  JOIN posts ON votes.postid = posts.id  WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%' AND posts.title LIKE '%badges%'
SELECT users.id, users.displayname FROM users JOIN votes ON users.id = votes.userid WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%' AND posts.title LIKE '%badges%'",SELECT users.displayname  FROM users  JOIN votes ON users.id = votes.userid  JOIN posts ON votes.postid = posts.id  WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%' AND posts.title LIKE '%badges%'
32,1169,What is the ratio of male to female patients among all those with abnormal uric acid counts?,thrombosis_prediction,challenging,SELECT CAST(SUM(CASE WHEN T2.UA <= 8.0 AND T1.SEX = 'M' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN T2.UA <= 6.5 AND T1.SEX = 'F' THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID,7,"SELECT      (SELECT COUNT(*) FROM patient WHERE sex = 'Male' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS male_count,     (SELECT COUNT(*) FROM patient WHERE sex = 'Female' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS female_count,     (SELECT male_count / female_count) AS ratio
SELECT      (SELECT COUNT(*) FROM patient WHERE sex = 'Male' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS male_patients,     (SELECT COUNT(*) FROM patient WHERE sex = 'Female' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS female_patients,     (SELECT COUNT(*) FROM patient WHERE id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS total_patients 
SELECT      (SELECT COUNT(*) FROM patient WHERE sex = 'Male' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS male_count,     (SELECT COUNT(*) FROM patient WHERE sex = 'Female' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS female_count,     (SELECT male_count / female_count) AS ratio
SELECT      (SELECT COUNT(*) FROM patient WHERE sex = 'Male' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS male_count,     (SELECT COUNT(*) FROM patient WHERE sex = 'Female' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS female_count,     (SELECT male_count / female_count) AS ratio
SELECT      (SELECT COUNT(*) FROM patient WHERE sex = 'male' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) /      (SELECT COUNT(*) FROM patient WHERE sex = 'female' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS ratio
SELECT      (SELECT COUNT(*) FROM patient WHERE sex = 'Male' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) /      (SELECT COUNT(*) FROM patient WHERE sex = 'Female' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS ratio
SELECT      (SELECT COUNT(*) FROM patient WHERE sex = 'Male' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS male_count,     (SELECT COUNT(*) FROM patient WHERE sex = 'Female' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS female_count,     (SELECT male_count / female_count) AS ratio","SELECT      (SELECT COUNT(*) FROM patient WHERE sex = 'Male' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS male_count,     (SELECT COUNT(*) FROM patient WHERE sex = 'Female' AND id IN (SELECT patient_id FROM laboratory WHERE ua > 'normal')) AS female_count,     (SELECT male_count / female_count) AS ratio"
33,1210,What is the average index of the lactate dehydrogenase (LDH) for all patients with lactate dehydrogenase (LDH) within the normal range.,thrombosis_prediction,simple,SELECT AVG(LDH) FROM Laboratory WHERE LDH < 500,7,"SELECT AVG(laboratory.ldh)  FROM patient  JOIN examination ON patient.id = examination.id  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.ldh >= 100 AND patient.ldh <= 200
SELECT AVG(laboratory.ldh)  FROM patient  JOIN examination ON patient.id = examination.id  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.id IN (SELECT patient.id FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.ldh BETWEEN 100 AND 200)
SELECT AVG(laboratory.ldh)  FROM patient  JOIN examination ON patient.id = examination.id  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.id IN (SELECT patient.id FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.ldh BETWEEN 100 AND 200)
SELECT AVG(laboratory.ldh) FROM patient INNER JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.ldh BETWEEN normal_range_low AND normal_range_high
SELECT AVG(laboratory.ldh)  FROM patient  JOIN examination ON patient.id = examination.id  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.id IN (SELECT patient.id FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.ldh BETWEEN 100 AND 200)
SELECT AVG(laboratory.ldh)  FROM patient  JOIN examination ON patient.id = examination.id  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.id IN (SELECT patient.id FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.ldh BETWEEN 100 AND 200)
SELECT AVG(laboratory.ldh) FROM patient INNER JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.ldh >= 100 AND laboratory.ldh <= 200",SELECT AVG(laboratory.ldh)  FROM patient  JOIN examination ON patient.id = examination.id  JOIN laboratory ON patient.id = laboratory.id  WHERE patient.id IN (SELECT patient.id FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.ldh BETWEEN 100 AND 200)
34,987,What is the average fastest lap time of the top 10 drivers in the 2006 United States Grand Prix?,formula_1,simple,SELECT AVG(T1.fastestLapTime) FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId WHERE T1.rank < 11 AND T2.year = 2006 AND T2.name = 'United States Grand Prix',7,"SELECT AVG(fastestlaptime) FROM (     SELECT r.driverid, r.fastestlaptime     FROM results r     JOIN drivers d ON r.driverid = d.driverid     JOIN races ra ON r.raceid = ra.raceid     WHERE ra.year = 2006 AND ra.circuitid IN (         SELECT circuitid         FROM circuits         WHERE country = 'USA'     )     ORDER BY r.points DESC     LIMIT 10 )
SELECT AVG(fastestlaptime)  FROM (     SELECT r.fastestlaptime      FROM results r      JOIN drivers d ON r.driverid = d.driverid      JOIN races ra ON r.raceid = ra.raceid      WHERE ra.year = 2006 AND ra.name LIKE '%United States Grand Prix%'      ORDER BY r.points DESC      LIMIT 10 )
SELECT AVG(fastestlaptime)  FROM (     SELECT r.fastestlaptime      FROM results r      JOIN drivers d ON r.driverid = d.driverid      JOIN races ra ON r.raceid = ra.raceid      WHERE ra.year = 2006 AND ra.name LIKE '%United States Grand Prix%'      ORDER BY r.points DESC      LIMIT 10 )
SELECT AVG(fastestlaptime)  FROM (     SELECT r.fastestlaptime      FROM results r      JOIN drivers d ON r.driverid = d.driverid      JOIN races ra ON r.raceid = ra.raceid      WHERE ra.year = 2006 AND ra.name LIKE '%United States Grand Prix%'      ORDER BY r.points DESC      LIMIT 10 )
SELECT AVG(fastestlaptime)  FROM (     SELECT r.fastestlaptime      FROM results r      JOIN drivers d ON r.driverid = d.driverid      JOIN races ra ON r.raceid = ra.raceid      WHERE ra.year = 2006 AND ra.name LIKE '%United States Grand Prix%'      ORDER BY r.points DESC      LIMIT 10 )
SELECT AVG(fastestlaptime) FROM (     SELECT r.driverid, r.fastestlaptime     FROM results r     JOIN drivers d ON r.driverid = d.driverid     JOIN races ra ON r.raceid = ra.raceid     WHERE ra.year = 2006 AND ra.circuitid IN (         SELECT circuitid         FROM circuits         WHERE country = 'USA'     )     ORDER BY r.points DESC     LIMIT 10 )
SELECT AVG(fastestlaptime) FROM results INNER JOIN drivers ON results.driverid = drivers.driverid WHERE raceid IN (SELECT raceid FROM races WHERE year = 2006 AND circuitid IN (SELECT circuitid FROM circuits WHERE country = 'USA')) ORDER BY points DESC LIMIT 10",SELECT AVG(fastestlaptime)  FROM (     SELECT r.fastestlaptime      FROM results r      JOIN drivers d ON r.driverid = d.driverid      JOIN races ra ON r.raceid = ra.raceid      WHERE ra.year = 2006 AND ra.name LIKE '%United States Grand Prix%'      ORDER BY r.points DESC      LIMIT 10 )
35,1148,What is the percentage of players that are under 180 cm who have an overall strength of more than 70?,european_football_2,moderate,SELECT CAST(COUNT(CASE WHEN t2.overall_rating > 70 THEN t1.id ELSE NULL END) AS REAL) * 100 / COUNT(t1.id) percent FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.height < 180,7,"SELECT (     SELECT COUNT(*)      FROM player      INNER JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id     WHERE player.height < 180 AND player_attributes.overall_rating > 70 ) / (     SELECT COUNT(*)      FROM player      WHERE player.height < 180 ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM player      INNER JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id     WHERE player.height < 180 AND player_attributes.overall_rating > 70 ) / (     SELECT COUNT(*)      FROM player     WHERE height < 180 ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM player      INNER JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id      WHERE player.height < 180 AND player_attributes.strength > 70 ) / (     SELECT COUNT(*)      FROM player      WHERE player.height < 180 ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM player      INNER JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id     WHERE player.height < 180 AND player_attributes.overall_rating > 70 ) / (     SELECT COUNT(*)      FROM player      WHERE player.height < 180 ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM player      INNER JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id     WHERE player.height < 180 AND player_attributes.overall_rating > 70 ) / (     SELECT COUNT(*)      FROM player      WHERE player.height < 180 ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM player      INNER JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id     WHERE player.height < 180 AND player_attributes.overall_rating > 70 ) / (     SELECT COUNT(*)      FROM player      WHERE player.height < 180 ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM player      INNER JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id     WHERE player.height < 180 AND player_attributes.overall_rating > 70 ) / (     SELECT COUNT(*)      FROM player      WHERE player.height < 180 ) * 100 AS percentage",SELECT (     SELECT COUNT(*)      FROM player      INNER JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id     WHERE player.height < 180 AND player_attributes.overall_rating > 70 ) / (     SELECT COUNT(*)      FROM player      WHERE player.height < 180 ) * 100 AS percentage
36,218,What percentage of carcinogenic-type molecules does not contain fluorine?,toxicology,challenging,SELECT CAST(COUNT(DISTINCT CASE WHEN T1.element <> 'f' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+',7,"SELECT (     SELECT COUNT(*)      FROM molecule      LEFT JOIN atom ON molecule.molecule_id = atom.molecule_id      WHERE element != 'F'      AND label LIKE '%carcinogenic%' ) / (     SELECT COUNT(*)      FROM molecule      WHERE label LIKE '%carcinogenic%' ) * 100 AS percentage
SELECT (     (SELECT COUNT(*) FROM molecule      LEFT JOIN atom ON molecule.molecule_id = atom.molecule_id      WHERE element != 'F' AND label LIKE '%carcinogenic%') * 100     /     (SELECT COUNT(*) FROM molecule WHERE label LIKE '%carcinogenic%') ) AS percentage
SELECT (     SELECT COUNT(*)      FROM molecule      LEFT JOIN atom ON molecule.molecule_id = atom.molecule_id      WHERE molecule.label = 'carcinogenic' AND atom.element != 'F' ) / (     SELECT COUNT(*)      FROM molecule      WHERE molecule.label = 'carcinogenic' ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM molecule      LEFT JOIN atom ON molecule.molecule_id = atom.molecule_id      WHERE element != 'F'      AND label LIKE '%carcinogenic%' ) / (     SELECT COUNT(*)      FROM molecule      WHERE label LIKE '%carcinogenic%' ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM (         SELECT DISTINCT molecule_id          FROM atom          WHERE element != 'F'     )  ) / (     SELECT COUNT(*)      FROM (         SELECT DISTINCT molecule_id          FROM atom          WHERE element = 'Carcinogenic'     ) ) * 100 AS percentage
SELECT (     SELECT COUNT(*) FROM (         SELECT DISTINCT molecule_id FROM atom WHERE element != 'F'     ) AS non_fluorine_molecules ) / (     SELECT COUNT(*) FROM (         SELECT DISTINCT molecule_id FROM atom WHERE element = 'Carcinogenic'     ) AS carcinogenic_molecules ) * 100 AS percentage
SELECT (     SELECT COUNT(*)      FROM molecule      LEFT JOIN atom ON molecule.molecule_id = atom.molecule_id      WHERE element != 'F'      AND label LIKE '%carcinogenic%' ) / (     SELECT COUNT(*)      FROM molecule      WHERE label LIKE '%carcinogenic%' ) * 100 AS percentage",SELECT (     SELECT COUNT(*)      FROM molecule      LEFT JOIN atom ON molecule.molecule_id = atom.molecule_id      WHERE element != 'F'      AND label LIKE '%carcinogenic%' ) / (     SELECT COUNT(*)      FROM molecule      WHERE label LIKE '%carcinogenic%' ) * 100 AS percentage
37,397,"What is the mana cost of cards with a normal layout, a 2003 frame version, with a black border color, and available in paper and mtgo?",card_games,moderate,"SELECT manaCost FROM cards WHERE availability = 'mtgo,paper' AND borderColor = 'black' AND frameVersion = 2003 AND layout = 'normal'",7,"SELECT convertedmanacost FROM cards WHERE layout = 'normal' AND frameversion = '2003' AND bordercolor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%'
SELECT convertedmanacost FROM cards WHERE layout = 'normal' AND frameversion = '2003' AND bordercolor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%'
SELECT convertedmanacost FROM cards WHERE layout = 'normal' AND frameversion = '2003' AND bordercolor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%'
SELECT convertedmanacost FROM cards WHERE layout = 'normal' AND frameversion = '2003' AND bordercolor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%'
SELECT convertedmanacost FROM cards WHERE layout = 'normal' AND frameversion = '2003' AND bordercolor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%'
SELECT convertedmanacost FROM cards WHERE layout = 'normal' AND frameversion = '2003' AND bordercolor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%'
SELECT convertedmanacost FROM cards WHERE layout = 'normal' AND frameversion = '2003' AND bordercolor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%'",SELECT convertedmanacost FROM cards WHERE layout = 'normal' AND frameversion = '2003' AND bordercolor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%'
