Question,hardness,Gold,Prediction_0.1,Prediction_0.5,Prediction_1.0,EX_0.1,EX_0.5,EX_1.0
What percentage is Landon Donovan's overall rating higher than Jordan Bowery on 2013/7/12?,challenging,"SELECT (SUM(CASE WHEN t1.player_name = 'Landon Donovan' THEN t2.overall_rating ELSE 0 END) * 1.0 - SUM(CASE WHEN t1.player_name = 'Jordan Bowery' THEN t2.overall_rating ELSE 0 END)) * 100 / SUM(CASE WHEN t1.player_name = 'Landon Donovan' THEN t2.overall_rating ELSE 0 END) LvsJ_percent FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_fifa_api_id = t2.player_fifa_api_id WHERE SUBSTR(t2.`date`, 1, 10) = '2013-07-12'",SELECT (     (         SELECT overall_rating         FROM player_attributes         WHERE player_name = 'Landon Donovan'         AND date = '2013-07-12'     ) - (         SELECT overall_rating         FROM player_attributes         WHERE player_name = 'Jordan Bowery'         AND date = '2013-07-12'     ) ) / (     SELECT overall_rating     FROM player_attributes     WHERE player_name = 'Landon Donovan'     AND date = '2013-07-12' ) * 100 AS percentage,SELECT (player_name = 'Landon Donovan' overall_rating - player_name = 'Jordan Bowery' overall_rating) / player_name = 'Landon Donovan' overall_rating * 100 AS percentage FROM player_attributes WHERE date = '2013/7/12',"SELECT (player_name = 'Landon Donovan' overall_rating - player_name = 'Jordan Bowery' overall_rating) / (player_name = 'Landon Donovan' overall_rating) * 100 FROM player_attributes WHERE date = '2013-07-12' AND player_name IN ('Landon Donovan', 'Jordan Bowery') </code>  [Answer 1]  A SQL query is just a series of words. ",0,0,0
"Among the members who incurred expenses in more than one event, who paid the most amount?",challenging,SELECT T2.member_id FROM expense AS T1 INNER JOIN member AS T2 ON T1.link_to_member = T2.member_id INNER JOIN budget AS T3 ON T1.link_to_budget = T3.budget_id INNER JOIN event AS T4 ON T3.link_to_event = T4.event_id GROUP BY T2.member_id HAVING COUNT(DISTINCT T4.event_id) > 1 ORDER BY SUM(T1.cost) DESC LIMIT 1,"SELECT member_id, first_name, last_name, SUM(cost) AS total_expenses FROM member JOIN expense ON member.member_id = expense.link_to_member WHERE member.member_id IN (   SELECT link_to_member   FROM expense   GROUP BY link_to_member   HAVING COUNT(DISTINCT link_to_event) > 1 ) GROUP BY member.member_id, first_name, last_name ORDER BY total_expenses DESC LIMIT 1","SELECT member_id, first_name, last_name, SUM(cost) AS total_expense FROM member JOIN expense ON member.member_id = expense.link_to_member WHERE member.member_id IN (     SELECT link_to_member     FROM expense     GROUP BY link_to_member     HAVING COUNT(DISTINCT link_to_event) > 1 ) GROUP BY member.member_id, first_name, last_name ORDER BY total_expense DESC LIMIT 1",NULL,0,0,0
Which bond type accounted for the majority of the bonds found in molecule TR010 and state whether or not this molecule is carcinogenic?,challenging,"SELECT T.bond_type FROM ( SELECT T1.bond_type, COUNT(T1.molecule_id) FROM bond AS T1  WHERE T1.molecule_id = 'TR010' GROUP BY T1.bond_type ORDER BY COUNT(T1.molecule_id) DESC LIMIT 1 ) AS T","SELECT bond_type, COUNT(*) AS bond_count FROM bond WHERE molecule_id = 'TR010' GROUP BY bond_type ORDER BY bond_count DESC LIMIT 1","SELECT bond_type, COUNT(*) AS bond_count FROM connected WHERE molecule_id = 'TR010' GROUP BY bond_type ORDER BY bond_count DESC LIMIT 1","SELECT bond_type, COUNT(bond_type) AS count FROM connected JOIN bond ON connected.bond_id = bond.bond_id WHERE connected.molecule_id = 'TR010' GROUP BY bond_type ORDER BY count DESC LIMIT 1",0,0,0
Name the atoms' elements that form bond TR000_2_3.,challenging,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR000_2_3',SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id WHERE connected.bond_id = 'TR000_2_3',SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR000_2_3',SELECT atom.element  FROM atom  JOIN connected  ON atom.atom_id = connected.atom_id  WHERE connected.bond_id = 'TR000_2_3',1,1,1
"Among the male patients who have a normal level of white blood cells, how many of them have an abnormal fibrinogen level?",challenging,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.FG <= 150 OR T2.FG >= 450 AND T2.WBC > 3.5 AND T2.WBC < 9.0 AND T1.SEX = 'M',SELECT COUNT(*) FROM patient WHERE Sex = 'M' AND WBC > 3.5 AND WBC < 9.0 AND (FG <= 150 OR FG >= 450),SELECT COUNT(*) FROM patient WHERE Sex = 'M' AND WBC > 3.5 AND WBC < 9.0 AND (FG <= 150 OR FG >= 450),SELECT COUNT(*) FROM laboratory WHERE WBC > 3.5 AND WBC < 9.0 AND (FG <= 150 OR FG >= 450) AND patient.Sex = 'M',0,0,0
What percentage of carcinogenic-type molecules does not contain fluorine?,challenging,SELECT CAST(COUNT(DISTINCT CASE WHEN T1.element <> 'f' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+',SELECT (100 - percentage) AS percentage_without_fluorine FROM (     SELECT SUM(element = 'f') * 100 / COUNT(DISTINCT atom_id) AS percentage     FROM molecule     WHERE label = '+' ) AS subquery,NULL,SELECT (100 - percentage) AS percentage FROM (   SELECT SUM(CASE WHEN label = '+' THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS percentage   FROM molecule   WHERE label = '+' ) AS subquery,0,0,0
"Among the patients whose creatinine level is abnormal, how many of them aren't 70 yet?",challenging,"SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CRE >= 1.5 AND STRFTIME('%Y', Date('now')) - STRFTIME('%Y', T1.Birthday) < 70","SELECT COUNT(*) FROM patient WHERE id IN (SELECT id FROM laboratory WHERE cre >= 1.5) AND SUBTRACT((YEAR(CURDATE()), YEAR(Birthday)) < 70",SELECT COUNT(*) FROM patient WHERE id IN (   SELECT patient_id   FROM laboratory   WHERE cre >= 1.5 ) AND (YEAR(CURDATE()) - YEAR(birthday)) < 70,SELECT COUNT(*) FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.cre >= 1.5 AND (YEAR(CURDATE()) - YEAR(p.birthday)) < 70,0,0,0
What is full name of the racer who ranked 1st in the 3rd qualifying race held in the Marina Bay Street Circuit in 2008?,challenging,"SELECT T2.forename, T2.surname FROM qualifying AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId INNER JOIN races AS T3 ON T1.raceid = T3.raceid WHERE q3 IS NOT NULL AND T3.year = 2008 AND T3.circuitId IN ( SELECT circuitId FROM circuits WHERE name = 'Marina Bay Street Circuit' ) ORDER BY CAST(SUBSTR(q3, 1, INSTR(q3, ':') - 1) AS INTEGER) * 60 + CAST(SUBSTR(q3, INSTR(q3, ':') + 1, INSTR(q3, '.') - INSTR(q3, ':') - 1) AS REAL) + CAST(SUBSTR(q3, INSTR(q3, '.') + 1) AS REAL) / 1000 ASC LIMIT 1",SELECT forename || ' ' || surname AS full_name FROM drivers WHERE driverid = (     SELECT driverid     FROM qualifying     WHERE position = 1     AND raceid = (         SELECT raceid         FROM races         WHERE year = 2008         AND circuitid = (             SELECT circuitid             FROM circuits             WHERE name = 'Marina Bay Street Circuit'         )     ) ),"SELECT CONCAT(forename, ' ', surname) AS full_name FROM drivers WHERE driverid = (     SELECT driverid     FROM qualifying     WHERE position = 1 AND raceid = (         SELECT raceid         FROM races         WHERE year = 2008 AND circuitid = (             SELECT circuitid             FROM circuits             WHERE name = 'Marina Bay Street Circuit'         )     ) )","SELECT CONCAT(forename, ' ', surname) AS full_name FROM drivers WHERE driverid IN (     SELECT driverid     FROM qualifying     WHERE raceid IN (         SELECT raceid         FROM races         WHERE circuitid IN (             SELECT circuitid             FROM circuits             WHERE name = 'Marina Bay Street Circuit'         )         AND year = 2008         AND position = 1     ) ) ORDER BY full_name",0,0,0
"What is the average time in seconds of champion for each year, before year 1975?",challenging,"WITH time_in_seconds AS ( SELECT T2.year, T2.raceId, T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6,2) AS REAL )   + CAST(SUBSTR(T1.time, 9) AS REAL)/1000 ELSE 0 END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T1.time IS NOT NULL ), champion_time AS ( SELECT year, raceId, time_seconds FROM time_in_seconds WHERE positionOrder = 1 ) SELECT year, AVG(time_seconds) FROM champion_time WHERE year < 1975 GROUP BY year HAVING AVG(time_seconds) IS NOT NULL",NULL,"SELECT AVG(CAST(SUBSTR(time, 1, 2) AS INTEGER) * 3600 + CAST(SUBSTR(time, 4, 2) AS INTEGER) * 60 + CAST(SUBSTR(time, 7, 2) AS INTEGER)) AS average_time_seconds FROM results WHERE position = 1 AND raceid IN (SELECT raceid FROM races WHERE year < 1975) AND time IS NOT NULL",NULL,0,0,0
What are the toxicology elements associated with bond ID TR000_1_2?,challenging,SELECT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR000_1_2',SELECT element FROM atom WHERE atom_id IN (     SELECT atom_id     FROM connected     WHERE bond_id = 'TR000_1_2' ),SELECT element FROM atom WHERE atom_id IN (     SELECT atom_id     FROM connected     WHERE bond_id = 'TR000_1_2' ) OR atom_id IN (     SELECT atom_id2     FROM connected     WHERE bond_id = 'TR000_1_2' ),SELECT a.element FROM atom a JOIN connected c ON a.atom_id = c.atom_id WHERE c.bond_id = 'TR000_1_2',1,1,1
Please list top three elements of the toxicology of the molecule TR000 in alphabetical order.,challenging,SELECT DISTINCT T.element FROM atom AS T WHERE T.molecule_id = 'TR000' ORDER BY T.element LIMIT 3,SELECT element FROM atom WHERE molecule_id = 'TR000' ORDER BY element LIMIT 3,SELECT element FROM atom WHERE molecule_id = 'TR000' ORDER BY element LIMIT 3,NULL,0,0,0
Which publisher created more superheroes: DC or Marvel Comics? Find the difference in the number of superheroes.,challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,NULL,"SELECT publisher_name, COUNT(*) AS superhero_count FROM superhero GROUP BY publisher_name",NULL,0,0,0
"At present, calculate for the player's age who have a sprint speed of no less than 97 between 2013 to 2015.",challenging,"SELECT DISTINCT DATETIME() - T2.birthday age FROM Player_Attributes AS t1 INNER JOIN Player AS t2 ON t1.player_api_id = t2.player_api_id WHERE STRFTIME('%Y',t1.`date`) >= '2013' AND STRFTIME('%Y',t1.`date`) <= '2015' AND t1.sprint_speed >= 97",NULL,NULL,NULL,0,0,0
"How many times was the budget in Advertisement for ""Yearly Kickoff"" meeting more than ""October Meeting""?",challenging,SELECT CAST(SUM(CASE WHEN T2.event_name = 'Yearly Kickoff' THEN T1.amount ELSE 0 END) AS REAL) / SUM(CASE WHEN T2.event_name = 'October Meeting' THEN T1.amount ELSE 0 END) FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id WHERE T1.category = 'Advertisement' AND T2.type = 'Meeting',SELECT COUNT(*) FROM budget WHERE category = 'Advertisement' AND event_name = 'Yearly Kickoff' AND amount > (     SELECT amount     FROM budget     WHERE category = 'Advertisement'     AND event_name = 'October Meeting' ),SELECT COUNT(*) FROM (     SELECT budget_id     FROM budget     WHERE category = 'Advertisement'     GROUP BY event_name     HAVING SUM(amount) > (         SELECT SUM(amount)         FROM budget         WHERE category = 'Advertisement'         AND event_name = 'October Meeting'     ) ) AS subquery,SELECT COUNT(*) FROM (   SELECT budget_id   FROM budget   WHERE category = 'Advertisement' AND event_name = 'Yearly Kickoff' ) AS subquery1 JOIN (   SELECT budget_id   FROM budget   WHERE category = 'Advertisement' AND event_name = 'October Meeting' ) AS subquery2 ON subquery1.budget_id = subquery2.budget_id,0,0,0
Under whose administration is the school with the highest number of students scoring 1500 or more on the SAT? Indicate their full names.,challenging,"SELECT T2.AdmFName1, T2.AdmLName1, T2.AdmFName2, T2.AdmLName2, T2.AdmFName3, T2.AdmLName3 FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","SELECT admfname1, admlname1 FROM schools WHERE cdscode = (     SELECT cds     FROM satscores     WHERE numge1500 = (         SELECT MAX(numge1500)         FROM satscores     ) )","SELECT admfname1, admlname1, admfname2, admlname2, admfname3, admlname3 FROM schools WHERE cdscode = (SELECT cds FROM satscores WHERE numge1500 = (SELECT MAX(numge1500) FROM satscores))","SELECT admfname1, admlname1, admemail1, admfname2, admlname2, admemail2, admfname3, admlname3, admemail3 FROM schools WHERE cdscode IN (SELECT cds FROM satscores WHERE numge1500 = (SELECT MAX(numge1500) FROM satscores))",0,1,0
What is the percentage of superheroes who act in their own self-interest or make decisions based on their own moral code? Indicate how many of the said superheroes were published by Marvel Comics.,challenging,"SELECT (CAST(COUNT(*) AS REAL) * 100 / (SELECT COUNT(*) FROM superhero)), CAST(SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) AS REAL) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T3.id = T1.alignment_id WHERE T3.alignment = 'Bad'","SELECT (COUNT(DISTINCT s.id) * 100.0 / (SELECT COUNT(DISTINCT id) FROM superhero)) AS percentage_of_superheroes, COUNT(DISTINCT s.id) AS number_of_superheroes FROM superhero s JOIN publisher p ON s.publisher_id = p.id WHERE p.publisher_name = 'Marvel Comics' AND s.alignment = 'Bad'","SELECT (COUNT(DISTINCT(superhero.id)) * 100.0 / (SELECT COUNT(DISTINCT(superhero.id)) FROM superhero)) AS percentage_of_superheroes_with_bad_alignment, (SELECT COUNT(DISTINCT(superhero.id)) FROM superhero WHERE alignment = 'Bad' AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')) AS number_of_superheroes_with_bad_alignment_published_by_marvel_comics FROM superhero WHERE alignment = 'Bad'","SELECT COUNT(DISTINCT id) FROM superhero) * 100 AS percentage_of_bad_superheroes,     COUNT(DISTINCT id) AS number_of_marvel_superheroes_with_bad_alignment FROM     superhero WHERE     publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')     AND alignment_id = (SELECT id FROM alignment WHERE alignment = 'Bad')",0,0,0
"Between DC and Marvel Comics, which publisher has published more superheroes? Find the difference in the number of superheroes they have published.",challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,"SELECT publisher_name, COUNT(*) AS superhero_count FROM superhero GROUP BY publisher_name","SELECT publisher_name, COUNT(*) AS num_superheroes FROM superhero GROUP BY publisher_name",NULL,0,0,0
