Question,hardness,Gold,Prediction_0.1,Prediction_0.5,Prediction_1.0,EX_0.1,EX_0.5,EX_1.0
"Among the bad superheroes, what is the percentage of female superheroes?",challenging,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.alignment = 'Bad',"SELECT ROUND(DIVIDE(COUNT(superhero.gender_id = 2 AND superhero.alignment_id = 2), COUNT(superhero.alignment_id = 2)) * 100.0, 2) AS percentage_of_female_bad_superheroes FROM superhero WHERE superhero.alignment_id = 2 AND superhero.gender_id = 2",SELECT      (SELECT          COUNT(*)       FROM          superhero       WHERE          gender_id = 2 AND alignment_id = 2) * 100.0 /      (SELECT          COUNT(*)       FROM          superhero       WHERE          alignment_id = 2) AS percentage,"SELECT ROUND(DIVIDE(COUNT(gender_id = 2), COUNT(alignment_id = 2)) * 100, 2) as percentage FROM superhero WHERE alignment_id = 2 AND gender_id = 2",0,1,0
"List the football team that has a build up play speed of 31, build up plan dribbling of 53, and build up play passing of 32. Only indicate the short name of the team.",challenging,SELECT DISTINCT t1.team_short_name FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.buildUpPlaySpeed = 31 AND t2.buildUpPlayDribbling = 53 AND t2.buildUpPlayPassing = 32,SELECT team_short_name  FROM team_attributes  JOIN team ON team_attributes.team_api_id = team.team_api_id  WHERE buildUpPlaySpeed = 31 AND buildUpPlayDribbling = 53 AND buildUpPlayPassing = 32,SELECT team.team_short_name  FROM team  JOIN team_attributes  ON team.team_api_id = team_attributes.team_api_id  WHERE team_attributes.buildUpPlaySpeed = 31  AND team_attributes.buildUpPlayDribbling = 53  AND team_attributes.buildUpPlayPassing = 32,SELECT team_short_name FROM team_attributes JOIN team ON team_attributes.team_api_id = team.team_api_id WHERE buildUpPlaySpeed = 31 AND buildUpPlayDribbling = 53 AND buildUpPlayPassing = 32,1,1,1
Which publisher created more superheroes: DC or Marvel Comics? Find the difference in the number of superheroes.,challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,SELECT      (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'DC Comics') ) -      (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics') ) AS difference,SELECT      (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'DC Comics')) -      (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')) AS difference,"SELECT      SUM(CASE WHEN publisher_name = 'DC Comics' THEN 1 ELSE 0 END) AS DC,     SUM(CASE WHEN publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) AS Marvel,     SUM(CASE WHEN publisher_name = 'DC Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) AS Difference FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id",1,1,0
"Among the patients who has a normal anti-scl70, how many of them are female and does not have any symptom?",challenging,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE (T2.SC170 = 'negative' OR T2.SC170 = '0') AND T1.SEX = 'F' AND T3.Symptoms IS NULL,"SELECT COUNT(DISTINCT patient.id)  FROM patient  JOIN examination ON patient.id = examination.id  WHERE patient.sex = 'F' AND examination.symptoms IS NULL AND examination.sc170 IN ('negative', '0')","SELECT COUNT(DISTINCT patient.id)  FROM patient  JOIN examination ON patient.id = examination.id  WHERE patient.sex = 'F' AND examination.symptoms IS NULL AND examination.sc170 IN ('negative', '0')","SELECT COUNT(DISTINCT patient.id) FROM patient INNER JOIN examination ON patient.id = examination.id WHERE patient.sex = 'F' AND examination.symptoms IS NULL AND examination.sc170 IN ('negative', '0')",0,0,0
How much faster in percentage is the champion than the driver who finished the race last in the 2008 Australian Grand Prix?,challenging,"WITH time_in_seconds AS ( SELECT T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6) AS REAL) ELSE CAST(SUBSTR(T1.time, 2) AS REAL) END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T2.name = 'Australian Grand Prix' AND T1.time IS NOT NULL AND T2.year = 2008 ), champion_time AS ( SELECT time_seconds FROM time_in_seconds WHERE positionOrder = 1), last_driver_incremental AS ( SELECT time_seconds FROM time_in_seconds WHERE positionOrder = (SELECT MAX(positionOrder) FROM time_in_seconds) ) SELECT (CAST((SELECT time_seconds FROM last_driver_incremental) AS REAL) * 100) / (SELECT time_seconds + (SELECT time_seconds FROM last_driver_incremental) FROM champion_time)","SELECT      (         (             (                 strftime('%s', '00:' || r.time)                  -                  strftime('%s', (SELECT r2.time FROM results r2 WHERE r2.position = 1 AND r2.raceid = r.raceid))             )              /              strftime('%s', '00:' || r.time)         )          *          100     ) AS speed_difference_percentage FROM      results r WHERE      r.position = (SELECT MAX(r2.position) FROM results r2 WHERE r2.raceid = r.raceid)      AND      r.raceid = (SELECT r2.raceid FROM races r2 WHERE r2.year = 2008 AND r2.circuitid = (SELECT c.circuitid FROM circuits c WHERE c.name LIKE '%Australian%'))","SELECT      ROUND(((TIME(results.time) - TIME(last_driver.time)) / TIME(last_driver.time)) * 100, 2) AS speed_difference_percentage FROM      (SELECT          results.time     FROM          results     INNER JOIN          races ON results.raceid = races.raceid     WHERE          races.year = 2008 AND races.circuitid = (SELECT circuits.circuitid FROM circuits WHERE circuits.name = 'Australian Grand Prix') AND results.position = 1) AS champion,      (SELECT          results.time     FROM          results     INNER JOIN          races ON results.raceid = races.raceid     WHERE          races.year = 2008 AND races.circuitid = (SELECT circuits.circuitid FROM circuits WHERE circuits.name = 'Australian Grand Prix') AND results.time IS NOT NULL ORDER BY results.time DESC LIMIT 1) AS last_driver","SELECT ((strftime('%s', '00:' || substr(results.time, 4)) - strftime('%s', '00:' || substr(results.time, 4, 8))) / strftime('%s', '00:' || substr(results.time, 4, 8)) * 100) AS percentage_difference FROM results INNER JOIN (SELECT driverid, MIN(results.time) as last_time FROM results WHERE raceid IN (SELECT raceid FROM races WHERE year = 2008 AND name LIKE '%Australia%')) as last_driver_info ON results.driverid = last_driver_info.driverid WHERE results.time IS NOT NULL ORDER BY results.position ASC LIMIT 1",0,0,0
"Among posts by Harvey Motulsky and Noah Snyder, which one has higher popularity?",challenging,SELECT T1.DisplayName FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T1.DisplayName = 'Harvey Motulsky' OR T1.DisplayName = 'Noah Snyder' GROUP BY T1.DisplayName ORDER BY SUM(T3.ViewCount) DESC LIMIT 1,"SELECT Posts.Title, Posts.ViewCount  FROM Posts  WHERE Posts.OwnerDisplayName = 'Harvey Motulsky' OR Posts.OwnerDisplayName = 'Noah Snyder'  GROUP BY Posts.OwnerDisplayName  ORDER BY SUM(Posts.ViewCount) DESC  LIMIT 1","SELECT      posts.title,      posts.viewcount  FROM      posts  WHERE      posts.ownerdisplayname IN ('Harvey Motulsky', 'Noah Snyder')  ORDER BY      posts.viewcount DESC  LIMIT 1","SELECT      DisplayName,      MAX(SUM(ViewCount)) as HighestPopularity  FROM      posts  WHERE      DisplayName = 'Harvey Motulsky' OR DisplayName = 'Noah Snyder'  GROUP BY      DisplayName",0,0,0
How many percent of female heroes were published by Marvel Comics?,challenging,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T3.gender = 'Female',SELECT (     SELECT CAST(COUNT(*) AS FLOAT) / (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')) * 100     FROM superhero     WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female') AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics') ) AS percent,SELECT (     SELECT CAST(COUNT(*) AS FLOAT) / (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')) * 100     FROM superhero     WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female') AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics') ) AS percent,"SELECT ROUND(                       (                        SELECT COUNT(*)                         FROM superhero                         WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female')                         AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')                       )                       /                       (                        SELECT COUNT(*)                         FROM superhero                         WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')                       )                      *100, 2) AS percentage",0,0,0
Which members who were approved from 1/10/2019 to 11/19/2019? Please identify the member who attended the event and the link to their event.,challenging,"SELECT DISTINCT T1.link_to_member, T3.link_to_event FROM expense AS T1 INNER JOIN member AS T2 ON T1.link_to_member = T2.member_id INNER JOIN attendance AS T3 ON T2.member_id = T3.link_to_member WHERE date(SUBSTR(T1.expense_date, 1, 10)) BETWEEN '2019-01-10' AND '2019-11-19' AND T1.approved = 'true'","SELECT member.member_id, member.first_name, member.last_name, expense.link_to_event  FROM member  JOIN expense ON member.member_id = expense.link_to_member  JOIN attendance ON attendance.link_to_member = member.member_id  WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' and '2019-11-19'","SELECT member.member_id, member.first_name, member.last_name, member.email, attendance.link_to_event  FROM member  JOIN attendance ON member.member_id = attendance.link_to_member  JOIN expense ON member.member_id = expense.link_to_member  WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' and '2019-11-19'","SELECT member.member_id, member.first_name, member.last_name, member.email, attendance.link_to_event  FROM member  JOIN attendance ON member.member_id = attendance.link_to_member JOIN expense ON member.member_id = expense.link_to_member WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' and '2019-11-19'",0,0,0
What is the element of toxicology for the atom with the ID of TR000_1?,challenging,SELECT T.element FROM atom AS T WHERE T.atom_id = 'TR000_1',SELECT atom.element FROM atom WHERE atom.atom_id = 'TR000_1',SELECT atom.element  FROM atom  WHERE atom.atom_id = 'TR000_1',SELECT element FROM atom WHERE atom_id = 'TR000_1',1,1,1
"What was the final score for the match on September 24, 2008, in the Belgian Jupiler League between the home team and the away team?",challenging,"SELECT t2.home_team_goal, t2.away_team_goal FROM League AS t1 INNER JOIN Match AS t2 ON t1.id = t2.league_id WHERE t1.name = 'Belgium Jupiler League' AND t2.`date` LIKE '2008-09-24%'","SELECT home_team_goal, away_team_goal  FROM match  JOIN league ON match.league_id = league.id  WHERE match.date LIKE '2008-09-24%' AND league.name = 'Belgium Jupiler League'","SELECT home_team_goal, away_team_goal  FROM match  JOIN league ON match.league_id = league.id  WHERE match.date LIKE '2008-09-24%' AND league.name = 'Belgium Jupiler League'","SELECT home_team_goal, away_team_goal FROM match INNER JOIN league ON match.league_id = league.id WHERE date LIKE '2008-09-24%' AND league.name = 'Belgium Jupiler League'",1,1,1
Name chemical elements that form a bond TR001_10_11.,challenging,SELECT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_id = 'TR001_10_11',"SELECT DISTINCT a1.element AS Element1, a2.element AS Element2 FROM connected c JOIN atom a1 ON c.atom_id = a1.atom_id JOIN atom a2 ON c.atom_id2 = a2.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE b.bond_id = 'TR001_10_11' AND a1.molecule_id = SUBSTR(b.bond_id, 1, 5) AND a2.molecule_id = SUBSTR(b.bond_id, 1, 5)","SELECT DISTINCT a1.element, a2.element  FROM connected  JOIN atom a1 ON a1.atom_id = connected.atom_id  JOIN atom a2 ON a2.atom_id = connected.atom_id2  JOIN bond ON bond.bond_id = connected.bond_id  WHERE bond.bond_id = 'TR001_10_11'","SELECT DISTINCT a1.element, a2.element  FROM connected  JOIN atom a1 ON a1.atom_id = connected.atom_id  JOIN atom a2 ON a2.atom_id = connected.atom_id2  JOIN bond ON bond.bond_id = connected.bond_id  WHERE bond.bond_id = 'TR001_10_11'",0,0,0
"List all the elements with double bond, consisted in molecule TR024.",challenging,SELECT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR024' AND T2.bond_type = '=',SELECT a.element  FROM atom a  JOIN connected c ON a.atom_id = c.atom_id  JOIN bond b ON c.bond_id = b.bond_id  JOIN molecule m ON a.molecule_id = m.molecule_id  WHERE b.bond_type = '=' AND m.label = 'TR024',SELECT a.element  FROM atom a  JOIN connected c ON a.atom_id = c.atom_id  JOIN bond b ON c.bond_id = b.bond_id  JOIN molecule m ON a.molecule_id = m.molecule_id  WHERE b.bond_type = '=' AND m.label = 'TR024',SELECT a.element  FROM atom AS a  JOIN connected AS c ON a.atom_id = c.atom_id  JOIN bond AS b ON c.bond_id = b.bond_id  JOIN molecule AS m ON a.molecule_id = m.molecule_id  WHERE b.bond_type = '=' AND m.label = 'TR024',0,0,0
"In superheroes with missing weight data, calculate the difference between the number of superheroes with blue eyes and no eye color.",challenging,SELECT SUM(CASE WHEN T2.id = 7 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.id = 1 THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg = 0 OR T1.weight_kg is NULL,SELECT (     SELECT COUNT(*)      FROM superhero AS T1      INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id      WHERE T1.weight_kg = 0 OR T1.weight_kg IS NULL AND T2.id = 7 ) - (     SELECT COUNT(*)      FROM superhero AS T1      INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id      WHERE T1.weight_kg = 0 OR T1.weight_kg IS NULL AND T2.id = 1 ) AS difference,SELECT      (SELECT COUNT(*) FROM superhero AS T1 WHERE T1.weight_kg = 0 OR T1.weight_kg IS NULL AND T1.eye_colour_id = (SELECT id FROM colour WHERE colour = 'blue')) -      (SELECT COUNT(*) FROM superhero AS T2 WHERE T2.weight_kg = 0 OR T2.weight_kg IS NULL AND T2.eye_colour_id = (SELECT id FROM colour WHERE colour = 'no eye color')) AS difference,SELECT      (SELECT COUNT(*) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg = 0 OR T1.weight_kg IS NULL AND T2.id = 7) -      (SELECT COUNT(*) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg = 0 OR T1.weight_kg IS NULL AND T2.id = 1) AS difference,0,0,0
Give the full name and contact number of members who had to spend more than average on each expense.,challenging,"SELECT DISTINCT T3.first_name, T3.last_name, T3.phone FROM expense AS T1 INNER JOIN budget AS T2 ON T1.link_to_budget = T2.budget_id INNER JOIN member AS T3 ON T3.member_id = T1.link_to_member WHERE T1.cost > ( SELECT AVG(T1.cost) FROM expense AS T1 INNER JOIN budget AS T2 ON T1.link_to_budget = T2.budget_id INNER JOIN member AS T3 ON T3.member_id = T1.link_to_member )","SELECT member.first_name || ' ' || member.last_name AS full_name, member.phone FROM member JOIN expense ON member.member_id = expense.link_to_member WHERE expense.cost > (SELECT AVG(expense.cost) FROM expense)","SELECT member.first_name || ' ' || member.last_name AS full_name, member.phone  FROM member  JOIN expense ON member.member_id = expense.link_to_member  WHERE expense.cost > (SELECT AVG(expense.cost) FROM expense)","SELECT member.first_name || ' ' || member.last_name AS full_name, member.phone FROM member INNER JOIN expense ON member.member_id = expense.link_to_member GROUP BY member.member_id HAVING AVG(expense.cost) > (SELECT AVG(cost) FROM expense)",0,0,0
