Question,hardness,Gold,Prediction_0.1,Prediction_0.5,Prediction_1.0,EX_0.1,EX_0.5,EX_1.0
What percentage of male patients who first presented to the hospital in 1981 were diagnosed with BEHCET?,challenging,"SELECT CAST(SUM(CASE WHEN Diagnosis = 'BEHCET' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(ID) FROM Patient WHERE STRFTIME('%Y', `First Date`) = '1981' AND SEX = 'M'","SELECT (COUNT(DISTINCT p.id) * 100.0 / (SELECT COUNT(DISTINCT p.id) FROM patient p WHERE p.sex = 'male' AND strftime('%Y', p.first_date) = '1981')) AS percentage FROM patient p WHERE p.sex = 'male' AND strftime('%Y', p.first_date) = '1981' AND p.diagnosis = 'BEHCET'","SELECT (COUNT(DISTINCT p.id) * 100.0 / (SELECT COUNT(DISTINCT p.id) FROM patient p WHERE p.sex = 'male' AND strftime('%Y', p.first_date) = '1981')) AS percentage FROM patient p WHERE p.sex = 'male' AND strftime('%Y', p.first_date) = '1981' AND p.diagnosis = 'BEHCET'","SELECT (COUNT(DISTINCT p.id) * 100.0 / (SELECT COUNT(DISTINCT p.id) FROM patient p WHERE strftime('%Y', p.first_date) = '1981' AND p.sex = 'male')) AS percentage FROM patient p WHERE strftime('%Y', p.first_date) = '1981' AND p.sex = 'male' AND p.diagnosis = 'BEHCET'",0,0,0
Calculate the percentage of carcinogenic molecules with triple bonded Hidrogen atoms.,challenging,SELECT CAST(SUM(CASE WHEN T1.label = '+' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(DISTINCT T1.molecule_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T1.molecule_id = T3.molecule_id WHERE T3.bond_type = '#' AND T2.element = 'h',SELECT (COUNT(DISTINCT m.molecule_id) * 100.0 / (SELECT COUNT(*) FROM molecule)) AS percentage FROM molecule m JOIN bond b ON m.molecule_id = b.molecule_id JOIN connected c ON b.bond_id = c.bond_id JOIN atom a ON c.atom_id = a.atom_id JOIN atom a2 ON c.atom_id2 = a2.atom_id WHERE m.label = 'carcinogenic' AND b.bond_type = 'triple' AND a.element = 'H' AND a2.element = 'H',"SELECT molecule_id   FROM molecule   WHERE label = 'carcinogenic' ), hydrogen_atoms AS (   SELECT atom_id   FROM atom   WHERE element = 'H' ), triple_bonded_hydrogen AS (   SELECT a.atom_id   FROM atom a   JOIN connected c ON a.atom_id = c.atom_id   JOIN bond b ON c.bond_id = b.bond_id   WHERE b.bond_type = 'triple' AND a.atom_id IN (SELECT atom_id FROM hydrogen_atoms) ), carcinogenic_triple_bonded_hydrogen AS (   SELECT COUNT(DISTINCT m.molecule_id) AS count   FROM molecule m   JOIN atom a ON m.molecule_id = a.molecule_id   WHERE m.molecule_id IN (SELECT molecule_id FROM carcinogenic_molecules)   AND a.atom_id IN (SELECT atom_id FROM triple_bonded_hydrogen) ) SELECT (CAST(carcinogen",SELECT COUNT(*) FROM molecule WHERE label = 'carcinogenic')) AS 'Percentage of Carcinogenic Molecules with Triple Bonded Hydrogen Atoms' FROM     molecule m JOIN     bond b ON m.molecule_id = b.molecule_id JOIN     connected c ON b.bond_id = c.bond_id JOIN     atom a ON c.atom_id = a.atom_id WHERE     m.label = 'carcinogenic'     AND b.bond_type = 'triple'     AND a.element = 'H',0,0,0
"For in-patient age 50 and above, what is their average anti-cardiolipin antibody (IgG) concentration?",challenging,"SELECT AVG(T2.`aCL IgG`) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) >= 50 AND T1.Admission = '+'",SELECT AVG(l.acl_igg) FROM patient p JOIN examination e ON p.id = e.id JOIN laboratory l ON e.id = l.id WHERE p.admission = 'in-patient' AND (julianday('now') - julianday(p.birthday))/365.25 >= 50,SELECT AVG(l.acl_igg) FROM patient p JOIN examination e ON p.id = e.id JOIN laboratory l ON p.id = l.id WHERE p.admission = 'in-patient' AND (julianday('now') - julianday(p.birthday))/365.25 >= 50,"SELECT AVG(l.acl_igg)         FROM patient p         JOIN examination e ON p.id = e.id         JOIN laboratory l ON p.id = l.id         WHERE p.admission = 'in-patient'         AND p.birthday <= date('now', '-50 years')",0,0,0
What is the composition of element chlorine in percentage among the single bond molecules?,challenging,"SELECT CAST(COUNT(CASE WHEN T.element = 'cl' THEN T.atom_id ELSE NULL END) AS REAL) * 100 / COUNT(T.atom_id) FROM ( SELECT T1.atom_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '-' ) AS T",SELECT COUNT(a.atom_id) * 100.0 / (SELECT COUNT(*) FROM atom WHERE molecule_id IN (SELECT molecule_id FROM bond WHERE bond_type = 'single')) AS chlorine_percentage FROM atom a JOIN bond b ON a.molecule_id = b.molecule_id WHERE a.element = 'chlorine' AND b.bond_type = 'single',SELECT COUNT(a.atom_id) * 100.0 / (SELECT COUNT(*) FROM atom WHERE molecule_id IN (SELECT molecule_id FROM bond WHERE bond_type = 'single')) AS chlorine_percentage FROM atom a JOIN bond b ON a.molecule_id = b.molecule_id WHERE a.element = 'chlorine' AND b.bond_type = 'single',SELECT COUNT(atom_id) AS total_atoms FROM atom WHERE molecule_id IN (SELECT molecule_id FROM bond WHERE bond_type = 'single')) t WHERE     a.element = 'chlorine' AND b.bond_type = 'single',0,0,0
"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",challenging,"SELECT T1.account_id , ( SELECT MAX(A11) - MIN(A11) FROM district ) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T1.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T2.district_id = ( SELECT district_id FROM client WHERE gender = 'F' ORDER BY birth_date ASC LIMIT 1 ) ORDER BY T2.A11 DESC LIMIT 1","SELECT client_id     FROM client     WHERE gender = 'female' ), oldest_female AS (     SELECT client_id     FROM female_clients     ORDER BY birth_date ASC     LIMIT 1 ), salaries AS (     SELECT account_id, AVG(amount) AS avg_salary     FROM trans     WHERE operation = 'salary'     GROUP BY account_id ), lowest_avg_salary AS (     SELECT account_id, avg_salary     FROM salaries     WHERE account_id IN (SELECT account_id FROM disp WHERE client_id IN (SELECT client_id FROM oldest_female))     ORDER BY avg_salary ASC     LIMIT 1 ), highest_avg_salary AS (     SELECT account_id, avg_salary     FROM salaries     ORDER BY avg_salary DESC     LIMIT 1 ) SELECT     (SELECT avg_salary FROM highest_avg_salary) - (SELECT avg_salary FROM lowest_avg_salary) AS salary_gap,     (SELECT account_id FROM lowest_avg_salary) AS account","SELECT client_id     FROM client     WHERE gender = 'female' ), oldest_female_client AS (     SELECT client_id     FROM client     WHERE client_id IN (SELECT client_id FROM female_clients)     ORDER BY birth_date ASC     LIMIT 1 ), account_salaries AS (     SELECT account_id, AVG(amount) AS avg_salary     FROM trans     WHERE operation = 'salary'     GROUP BY account_id ), account_info AS (     SELECT a.account_id, avg_salary     FROM account a     JOIN disp d ON a.account_id = d.account_id     JOIN oldest_female_client o ON d.client_id = o.client_id     LEFT JOIN account_salaries s ON a.account_id = s.account_id ) SELECT account_id,        (SELECT MAX(avg_salary) FROM account_info) - MIN(avg_salary) AS salary_gap FROM account_info ORDER BY avg_salary ASC LIMIT 1","SELECT a.account_id, (MAX(a.average_salary) - MIN(a.average_salary)) AS salary_gap FROM (   SELECT c.district_id, d.a2, d.a3, d.a4, d.a5, d.a6, d.a7, d.a8, d.a9, d.a10, d.a11, d.a12, d.a13, d.a14, d.a15, d.a16, ac.account_id, AVG(t.amount) AS average_salary   FROM client c   JOIN disp d ON c.district_id = d.district_id   JOIN account ac ON d.account_id = ac.account_id   JOIN trans t ON ac.account_id = t.account_id   WHERE c.gender = 'female'   GROUP BY c.district_id, ac.account_id   ORDER BY c.birth_date ASC, average_salary ASC   LIMIT 1 ) AS a GROUP BY a.account_id",0,0,0
"Among the bad superheroes, what is the percentage of female superheroes?",challenging,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.alignment = 'Bad',SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'bad'))) AS percentage_female_bad_heroes FROM superhero s JOIN gender g ON s.gender_id = g.id WHERE s.alignment_id = (SELECT id FROM alignment WHERE alignment = 'bad') AND g.gender = 'female',SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'bad'))) AS female_percentage FROM superhero s JOIN gender g ON s.gender_id = g.id WHERE s.alignment_id = (SELECT id FROM alignment WHERE alignment = 'bad') AND g.gender = 'female',SELECT (COUNT(DISTINCT superhero.id) * 100.0 / (SELECT COUNT(DISTINCT superhero.id) FROM superhero WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'bad'))) AS female_percentage FROM superhero JOIN gender ON superhero.gender_id = gender.id WHERE superhero.alignment_id = (SELECT id FROM alignment WHERE alignment = 'bad') AND gender.gender = 'female',0,0,0
"Among the cards whose version of frame style is 1997, what is the status of the card illustrated by D. Alexander Gregory in legacy play format that has sensitive content or Wizards of the Coast?",challenging,SELECT DISTINCT T2.status FROM cards AS T1 INNER JOIN legalities AS T2 ON T2.uuid = T1.uuid WHERE T1.frameVersion = 1997 AND T1.hasContentWarning = 1 AND T1.artist = 'D. Alexander Gregory' AND T2.format = 'legacy',SELECT l.status FROM cards c JOIN legalities l ON c.id = l.id WHERE c.frameversion = '1997' AND c.artist = 'D. Alexander Gregory' AND (c.hascontentwarning = 1 OR c.artist = 'Wizards of the Coast') AND l.format = 'legacy',SELECT legalities.status FROM cards JOIN legalities ON cards.uuid = legalities.uuid WHERE cards.frameversion = '1997' AND cards.artist = 'D. Alexander Gregory' AND (cards.hascontentwarning = 1 OR cards.artist = 'Wizards of the Coast') AND legalities.format = 'legacy',SELECT legalities.status FROM cards JOIN legalities ON cards.id = legalities.id WHERE cards.frameversion = '1997' AND cards.artist = 'D. Alexander Gregory' AND (cards.hascontentwarning = 1 OR cards.artist = 'Wizards of the Coast') AND legalities.format = 'legacy',0,1,0
Give the full name and contact number of members who had to spend more than average on each expense.,challenging,"SELECT DISTINCT T3.first_name, T3.last_name, T3.phone FROM expense AS T1 INNER JOIN budget AS T2 ON T1.link_to_budget = T2.budget_id INNER JOIN member AS T3 ON T3.member_id = T1.link_to_member WHERE T1.cost > ( SELECT AVG(T1.cost) FROM expense AS T1 INNER JOIN budget AS T2 ON T1.link_to_budget = T2.budget_id INNER JOIN member AS T3 ON T3.member_id = T1.link_to_member )","SELECT m.first_name, m.last_name, m.phone FROM member m JOIN expense e ON m.member_id = e.link_to_member GROUP BY m.member_id HAVING AVG(e.cost) > (SELECT AVG(cost) FROM expense)","SELECT m.first_name, m.last_name, m.phone FROM member m JOIN expense e ON m.member_id = e.link_to_member GROUP BY m.member_id HAVING AVG(e.cost) > (SELECT AVG(cost) FROM expense)","SELECT m.first_name, m.last_name, m.phone FROM member m JOIN expense e ON m.member_id = e.link_to_member GROUP BY m.member_id HAVING AVG(e.cost) > (SELECT AVG(cost) FROM expense)",0,0,0
"In superheroes with height between 150 to 180, what is the percentage of heroes published by Marvel Comics?",challenging,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.height_cm BETWEEN 150 AND 180,SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero WHERE height_cm BETWEEN 150 AND 180)) AS percentage_marvel_heroes FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE publisher.publisher_name = 'Marvel Comics' AND superhero.height_cm BETWEEN 150 AND 180,SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero WHERE height_cm BETWEEN 150 AND 180)) AS percentage_marvel_heroes FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE publisher.publisher_name = 'Marvel Comics' AND superhero.height_cm BETWEEN 150 AND 180,SELECT (COUNT(s.id) * 100.0 /         (SELECT COUNT(id) FROM superhero WHERE height_cm BETWEEN 150 AND 180)) AS percentage FROM superhero s JOIN publisher p ON s.publisher_id = p.id WHERE p.publisher_name = 'Marvel Comics' AND s.height_cm BETWEEN 150 AND 180,1,1,1
List the elements of all the triple bonds.,challenging,SELECT DISTINCT T3.element FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id INNER JOIN atom AS T3 ON T2.atom_id = T3.atom_id WHERE T1.bond_type = '#',SELECT a.element FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE b.bond_type = 'triple',SELECT a.element FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE b.bond_type = 'triple',SELECT a.element FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE b.bond_type = 'triple',0,0,0
Which molecules have triple bonds and list all the elements they contain.,challenging,"SELECT DISTINCT T1.molecule_id, T2.element FROM bond AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '#'","SELECT m.molecule_id, m.label, a.element FROM molecule m JOIN bond b ON m.molecule_id = b.molecule_id JOIN connected c ON b.bond_id = c.bond_id JOIN atom a ON c.atom_id = a.atom_id OR c.atom_id2 = a.atom_id WHERE b.bond_type = 'triple' GROUP BY m.molecule_id, a.element","SELECT m.molecule_id, m.label, a.element FROM molecule m JOIN bond b ON m.molecule_id = b.molecule_id JOIN connected c ON b.bond_id = c.bond_id JOIN atom a ON c.atom_id = a.atom_id OR c.atom_id2 = a.atom_id WHERE b.bond_type = 'triple' GROUP BY m.molecule_id, m.label, a.element","SELECT m.molecule_id, m.label, a.element FROM molecule m JOIN bond b ON m.molecule_id = b.molecule_id JOIN connected c ON b.bond_id = c.bond_id JOIN atom a ON c.atom_id = a.atom_id OR c.atom_id2 = a.atom_id WHERE b.bond_type = 'triple'",0,0,0
What is the name of the social event that was attended by the vice president of the Student_Club located at 900 E. Washington St.?,challenging,SELECT T2.event_name FROM attendance AS T1 INNER JOIN event AS T2 ON T2.event_id = T1.link_to_event INNER JOIN member AS T3 ON T1.link_to_member = T3.member_id WHERE T3.position = 'Vice President' AND T2.location = '900 E. Washington St.' AND T2.type = 'Social',SELECT e.event_name FROM event e JOIN attendance a ON e.event_id = a.link_to_event JOIN member m ON a.link_to_member = m.member_id JOIN zip_code z ON m.zip = z.zip_code WHERE m.position = 'vice president' AND z.city = 'E. Washington St.' AND e.type = 'social',SELECT e.event_name FROM event e JOIN attendance a ON e.event_id = a.link_to_event JOIN member m ON a.link_to_member = m.member_id JOIN major maj ON m.link_to_major = maj.major_id JOIN zip_code z ON m.zip = z.zip_code WHERE m.position = 'vice president' AND maj.major_name = 'Student_Club' AND z.city = 'E. Washington St.' AND e.type = 'social',SELECT e.event_name FROM event e JOIN attendance a ON e.event_id = a.link_to_event JOIN member m ON a.link_to_member = m.member_id WHERE m.position = 'vice president' AND m.zip = '900 E. Washington St.',0,0,0
What is the percentage of superheroes who act in their own self-interest or make decisions based on their own moral code? Indicate how many of the said superheroes were published by Marvel Comics.,challenging,"SELECT (CAST(COUNT(*) AS REAL) * 100 / (SELECT COUNT(*) FROM superhero)), CAST(SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) AS REAL) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T3.id = T1.alignment_id WHERE T3.alignment = 'Bad'","SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero) AS percentage,        COUNT(*) AS num_heroes,        (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics') AND alignment_id = (SELECT id FROM alignment WHERE alignment = 'good')) AS marvel_good_heroes FROM superhero WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'good')","SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero) AS percentage,        COUNT(*) AS good_heroes,        (SELECT COUNT(*) FROM superhero WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'good') AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')) AS marvel_good_heroes FROM superhero WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'good')","SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero) AS percentage,        COUNT(*) AS total_self_interest_heroes,        SUM(CASE WHEN publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics') THEN 1 ELSE 0 END) AS marvel_heroes FROM superhero WHERE alignment_id = (SELECT id FROM alignment WHERE alignment = 'good')",0,0,0
"List all the elements with double bond, consisted in molecule TR024.",challenging,SELECT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR024' AND T2.bond_type = '=',SELECT a.element FROM atom a JOIN bond b ON a.molecule_id = b.molecule_id AND a.atom_id = connected.atom_id JOIN connected ON b.bond_id = connected.bond_id WHERE b.bond_type = 'double' AND a.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR024'),SELECT a.element FROM atom a JOIN bond b ON a.molecule_id = b.molecule_id AND a.atom_id = c.atom_id JOIN connected c ON b.bond_id = c.bond_id WHERE b.bond_type = 'double' AND a.molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR024'),SELECT a.element FROM atom a JOIN bond b ON a.molecule_id = b.molecule_id JOIN molecule m ON m.molecule_id = a.molecule_id WHERE m.label = 'TR024' AND b.bond_type = 'double',0,0,0
"For the patient who was diagnosed SLE on 1997/1/27, what was his/her original diagnose when he/she came to the hospital for the first time?",challenging,SELECT T1.Diagnosis FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T1.ID = ( SELECT ID FROM Examination WHERE `Examination Date` = '1997-01-27' AND Diagnosis = 'SLE' ) AND T2.`Examination Date` = T1.`First Date`,SELECT p.diagnosis FROM patient p JOIN examination e ON p.id = e.id WHERE p.diagnosis = 'SLE' AND e.examination_date = '1997/1/27',SELECT p.diagnosis FROM patient p JOIN examination e ON p.id = e.id WHERE p.diagnosis = 'SLE' AND e.examination_date = '1997/1/27',SELECT p.diagnosis FROM patient p JOIN examination e ON p.id = e.id WHERE p.diagnosis = 'SLE' AND e.examination_date = '1997/1/27',0,0,0
"At present, calculate for the player's age who have a sprint speed of no less than 97 between 2013 to 2015.",challenging,"SELECT DISTINCT DATETIME() - T2.birthday age FROM Player_Attributes AS t1 INNER JOIN Player AS t2 ON t1.player_api_id = t2.player_api_id WHERE STRFTIME('%Y',t1.`date`) >= '2013' AND STRFTIME('%Y',t1.`date`) <= '2015' AND t1.sprint_speed >= 97","SELECT player.player_name, player.birthday, (2015 - strftime('%Y', player.birthday)) AS age FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.sprint_speed >= 97 AND strftime('%Y', player_attributes.date) BETWEEN '2013' AND '2015'","SELECT player.player_name, player.birthday, (2015 - strftime('%Y', player.birthday)) AS age FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.sprint_speed >= 97 AND strftime('%Y', player_attributes.date) BETWEEN '2013' AND '2015'","SELECT player.player_name,        (JULIANDAY('now') - JULIANDAY(player.birthday)) / 365 AS age FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.sprint_speed >= 97 AND player_attributes.date BETWEEN '2013-01-01' AND '2015-12-31'",0,0,0
How many atoms with iodine and with sulfur type elements are there in single bond molecules?,challenging,"SELECT COUNT(DISTINCT CASE WHEN T1.element = 'i' THEN T1.atom_id ELSE NULL END) AS iodine_nums , COUNT(DISTINCT CASE WHEN T1.element = 's' THEN T1.atom_id ELSE NULL END) AS sulfur_nums FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_type = '-'","SELECT COUNT(*) FROM atom JOIN bond ON atom.molecule_id = bond.molecule_id WHERE atom.element IN ('iodine', 'sulfur') AND bond.bond_type = 'single'","SELECT COUNT(*) FROM atom JOIN bond ON atom.molecule_id = bond.molecule_id WHERE atom.element IN ('iodine', 'sulfur') AND bond.bond_type = 'single'","SELECT COUNT(*) FROM atom WHERE element IN ('iodine', 'sulfur') AND molecule_id IN (SELECT molecule_id FROM bond WHERE bond_type = 'single')",0,0,0
What percentage of patients with a proteinuria level within the normal range have a uric acid level below the normal range?,challenging,SELECT CAST(SUM(CASE WHEN UA <= 6.5 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(ID) FROM Laboratory WHERE `U-PRO` > 0 AND `U-PRO` < 30,SELECT (COUNT(p.id) * 100.0 / (SELECT COUNT(p.id) FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.un BETWEEN 15 AND 30)) AS percentage FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.un BETWEEN 15 AND 30 AND l.u_pro < 6,SELECT (COUNT(patient.id) * 100.0 / (SELECT COUNT(*) FROM laboratory WHERE un >= 15 AND un <= 30)) AS percentage FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE ua < 3.4,SELECT (COUNT(patient.id) * 100.0 / (SELECT COUNT(*) FROM laboratory WHERE un >= 10 AND un <= 20)) AS percentage_of_patients FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE ua < 6.0,0,0,0
Calculate the total average cost that Elijah Allen spent in the events on September and October.,challenging,"SELECT AVG(T2.cost) FROM member AS T1 INNER JOIN expense AS T2 ON T1.member_id = T2.link_to_member WHERE T1.last_name = 'Allen' AND T1.first_name = 'Elijah' AND (SUBSTR(T2.expense_date, 6, 2) = '09' OR SUBSTR(T2.expense_date, 6, 2) = '10')",SELECT AVG(cost) AS average_cost FROM expense JOIN member ON expense.link_to_member = member.member_id JOIN budget ON expense.link_to_budget = budget.budget_id JOIN attendance ON budget.link_to_event = attendance.link_to_event JOIN event ON attendance.link_to_event = event.event_id WHERE (member.first_name = 'Elijah' AND member.last_name = 'Allen') AND (event.event_date LIKE '2022-09%' OR event.event_date LIKE '2022-10%'),"SELECT AVG(cost) AS average_cost FROM expense JOIN member ON expense.link_to_member = member.member_id JOIN budget ON expense.link_to_budget = budget.budget_id JOIN attendance ON budget.link_to_event = attendance.link_to_event JOIN ""event"" ON attendance.link_to_event = ""event"".event_id WHERE (first_name = 'Elijah' AND last_name = 'Allen') AND (strftime('%m', ""event"".event_date) IN ('09', '10'))",SELECT AVG(cost) AS average_cost         FROM expense         JOIN member ON expense.link_to_member = member.member_id         JOIN budget ON expense.link_to_budget = budget.budget_id         JOIN event ON budget.link_to_event = event.event_id         WHERE (member.first_name = 'Elijah' AND member.last_name = 'Allen')         AND (event.event_date LIKE '2022-09%' OR event.event_date LIKE '2022-10%'),0,0,0
"What is the difference in the annual average consumption of the customers with the least amount of consumption paid in CZK for 2013 between SME and LAM, LAM and KAM, and KAM and SME?",challenging,"SELECT CAST(SUM(IIF(T1.Segment = 'SME', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) - CAST(SUM(IIF(T1.Segment = 'LAM', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) , CAST(SUM(IIF(T1.Segment = 'LAM', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) - CAST(SUM(IIF(T1.Segment = 'KAM', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) , CAST(SUM(IIF(T1.Segment = 'KAM', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) - CAST(SUM(IIF(T1.Segment = 'SME', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Currency = 'CZK' AND T2.Consumption = ( SELECT MIN(Consumption) FROM yearmonth ) AND T2.Date BETWEEN 201301 AND 201312",NULL,"SELECT MIN(amount) FROM transactions_1k WHERE currency = 'CZK' AND strftime('%Y', date) = '2013') GROUP BY     c.segment ORDER BY     avg_consumption",SELECT min_amount FROM min_segments WHERE segment = 'SME'))     OR (segment = 'LAM' AND total_amount = (SELECT min_amount FROM min_segments WHERE segment = 'LAM'))     OR,0,0,0
"Consider the average difference between K-12 enrollment and 15-17 enrollment of schools that are locally funded, list the names and DOC type of schools which has a difference above this average.",challenging,"SELECT T2.School, T2.DOC FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.FundingType = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM frpm AS T3 INNER JOIN schools AS T4 ON T3.CDSCode = T4.CDSCode WHERE T4.FundingType = 'Locally funded')","SELECT s.school, s.doctype FROM schools s JOIN frpm f ON s.cdscode = f.cdscode WHERE s.fundingtype = 'locally funded' GROUP BY s.cdscode HAVING ABS(f.enrollment_k_12 - f.enrollment_ages_5_17) > (     SELECT AVG(ABS(f1.enrollment_k_12 - f1.enrollment_ages_5_17))     FROM frpm f1     JOIN schools s1 ON f1.cdscode = s1.cdscode     WHERE s1.fundingtype = 'locally funded' )","SELECT s.school, s.doctype FROM schools s JOIN frpm f ON s.cdscode = f.cdscode WHERE s.fundingtype = 'locally funded' GROUP BY s.cdscode HAVING ABS(AVG(f.enrollment_k_12) - AVG(f.enrollment_ages_5_17)) > (SELECT AVG(ABS(f1.enrollment_k_12 - f1.enrollment_ages_5_17)) FROM frpm f1 JOIN schools s1 ON f1.cdscode = s1.cdscode WHERE s1.fundingtype = 'locally funded')","SELECT s.school, s.doctype FROM schools s JOIN satscores ss ON s.cdscode = ss.cds WHERE s.fundingtype = 'locally funded' GROUP BY s.cdscode HAVING ABS(AVG(ss.enroll12) - AVG(ss.numtsttakr)) > (     SELECT AVG(ABS(ss1.enroll12 - ss1.numtsttakr))     FROM satscores ss1     JOIN schools s1 ON ss1.cds = s1.cdscode     WHERE s1.fundingtype = 'locally funded' )",0,0,0
How often does account number 3 request an account statement to be released? What was the aim of debiting 3539 in total?,challenging,"SELECT T1.frequency, T2.k_symbol FROM account AS T1 INNER JOIN (SELECT account_id, k_symbol, SUM(amount) AS total_amount FROM `order` GROUP BY account_id, k_symbol) AS T2 ON T1.account_id = T2.account_id WHERE T1.account_id = 3 AND T2.total_amount = 3539","SELECT COUNT(*) AS statement_requests, SUM(amount) AS total_debit FROM trans WHERE account_id = 3 AND operation = 'release_statement' OR (account_id = 3 AND amount < 0 AND trans_id = 3539)","SELECT COUNT(*) AS statement_requests, SUM(amount) AS total_debit FROM trans WHERE account_id = 3 AND type = 'account_statement' AND operation = 'debit' AND amount = 3539","SELECT COUNT(*) AS statement_requests, SUM(amount) AS total_debit_amount FROM trans WHERE account_id = 3 AND type = 'account_statement' AND operation = 'debit'",0,0,0
