Question,difficulty,Ground Truth SQL,Basic Predicted SQL,Advanced Predicted SQL,EX Basic,EX Advanced
"For the school with the highest average score in Reading in the SAT test, what is its FRPM count for students aged 5-17?",simple,SELECT T2.`FRPM Count (Ages 5-17)` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrRead DESC LIMIT 1,SELECT frpm.frpm_count_ages_5_17 FROM frpm JOIN satscores ON frpm.cdscode = satscores.cds ORDER BY satscores.avgscrread DESC LIMIT 1,SELECT T1.`frpm count (ages 5-17)` FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.cdscode = T2.cds WHERE T2.avgscrread = (SELECT MAX(avgscrread) FROM satscores) LIMIT 1,0,0
Please list the codes of the schools with a total enrollment of over 500.,simple,SELECT T2.CDSCode FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` + T2.`Enrollment (Ages 5-17)` > 500,"SELECT s.cdscode FROM schools s JOIN frpm f ON s.cdscode = f.cdscode WHERE (f.""Enrollment (K-12)"" + f.""Enrollment (Ages 5-17)"") > 500",SELECT T2.CDSCode FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Enrollment (K-12)` + T1.`Enrollment (Ages 5-17)` > 500,1,1
"Among the schools with an SAT excellence rate of over 0.3, what is the highest eligible free rate for students aged 5-17?",moderate,SELECT MAX(CAST(T1.`Free Meal Count (Ages 5-17)` AS REAL) / T1.`Enrollment (Ages 5-17)`) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr > 0.3,"SELECT MAX(eligible_free_rate) AS highest_eligible_free_rate FROM (     SELECT ""Free Meal Count (Ages 5-17)"" / ""Enrollment (Ages 5-17)"" AS eligible_free_rate     FROM frpm     JOIN schools ON frpm.""cdscode"" = schools.""cdscode""     WHERE schools.""numge1500"" / schools.""numtsttakr"" > 0.3 ) AS subquery",SELECT MAX(T1.`Percent (%) Eligible Free (Ages 5-17)`) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.CDS WHERE T2.AvgScrRead > 1500 AND T2.AvgScrMath > 1500 AND T2.AvgScrWrite > 1500 AND T1.`Enrollment (Ages 5-17)` > 0 AND (T1.`Free Meal Count (Ages 5-17)` / T1.`Enrollment (Ages 5-17)`) > 0.3,0,0
Please list the phone numbers of the schools with the top 3 SAT excellence rate.,simple,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr DESC LIMIT 3,SELECT s.phone FROM schools s JOIN satscores sc ON s.cdscode = sc.cds ORDER BY sc.numge1500 / sc.numtsttakr DESC LIMIT 3,SELECT T2.phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.cdscode ORDER BY T1.numge1500 / T1.numtsttakr DESC LIMIT 3,0,0
"List the top five schools, by descending order, from the highest to the lowest, the most number of Enrollment (Ages 5-17). Please give their NCES school identification number.",simple,SELECT T1.NCESSchool FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T2.`Enrollment (Ages 5-17)` DESC LIMIT 5,"SELECT ncesschool AS ""NCES School Identification Number"", enrollment_ages_5_17 AS ""Enrollment (Ages 5-17)"" FROM schools ORDER BY enrollment_ages_5_17 DESC LIMIT 5","SELECT T2.NCESSchool, T2.Enrollment_Ages_5_17 FROM schools AS T2 ORDER BY T2.Enrollment_Ages_5_17 DESC LIMIT 5",0,0
Which active district has the highest average score in Reading?,simple,SELECT T1.District FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Active' ORDER BY T2.AvgScrRead DESC LIMIT 1,"SELECT dname, AVG(avgscrread) AS avg_reading_score FROM satscores JOIN schools ON satscores.cds = schools.cdscode WHERE statustype = 'Active' GROUP BY dname ORDER BY avg_reading_score DESC LIMIT 1","SELECT T2.district, AVG(T1.avgscrread) AS avg_reading_score FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.cdscode WHERE T2.statustype = 'Active' GROUP BY T2.district ORDER BY avg_reading_score DESC LIMIT 1",0,0
How many schools in merged Alameda have number of test takers less than 100?,simple,SELECT COUNT(T1.CDSCode) FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Merged' AND T2.NumTstTakr < 100 AND T1.County = 'Lake',SELECT COUNT(*) AS schools_with_less_than_100_test_takers FROM satscores s JOIN schools sch ON s.cds = sch.cdscode WHERE sch.county = 'Alameda' AND s.numtsttakr < 100,SELECT COUNT(T2.school) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Alameda' AND (T1.`numtsttakr` < 100),0,0
"Rank schools by their average score in Writing where the score is greater than 499, showing their charter numbers.",simple,"SELECT CharterNum, AvgScrWrite, RANK() OVER (ORDER BY AvgScrWrite DESC) AS WritingScoreRank FROM schools AS T1  INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T2.AvgScrWrite > 499 AND CharterNum is not null","SELECT s.charternum, AVG(ss.avgscrwrite) AS avg_writing_score FROM satscores ss JOIN schools s ON ss.cds = s.cdscode WHERE ss.avgscrwrite > 499 GROUP BY s.charternum ORDER BY avg_writing_score DESC","SELECT T2.charternum, T2.school, AVG(T1.avgscrwrite) AS avg_write_score FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.cdscode WHERE T1.avgscrwrite > 499 AND T2.charternum IS NOT NULL GROUP BY T2.cdscode ORDER BY avg_write_score DESC",0,0
How many schools in Fresno (directly funded) have number of test takers not more than 250?,simple,SELECT COUNT(T1.CDSCode) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`County Name` = 'Fresno' AND T2.NumTstTakr <= 250,SELECT COUNT(*) AS number_of_schools FROM schools s JOIN frpm f ON s.cdscode = f.cdscode WHERE s.county = 'Fresno' AND s.statustype = 'Directly Funded' AND f.numtsttakr <= 250,SELECT COUNT(DISTINCT T2.School) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Fresno' AND T2.FundingType = 'Directly funded' AND T1.numtsttakr <= 250,0,0
What is the phone number of the school that has the highest average score in Math?,simple,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY T2.AvgScrMath DESC LIMIT 1,SELECT phone FROM schools JOIN satscores ON schools.cdscode = satscores.cds ORDER BY satscores.avgscrmath DESC LIMIT 1,SELECT T2.phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.cdscode ORDER BY T1.avgscrmath DESC LIMIT 1,1,1
How many schools in Amador which the Low Grade is 9 and the High Grade is 12?,simple,SELECT COUNT(T1.`School Name`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Amador' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12,SELECT COUNT(*) AS num_schools FROM frpm WHERE county_name = 'Amador' AND low_grade = 9 AND high_grade = 12,SELECT COUNT(*) FROM schools WHERE county = 'Amador' AND lowgrade = 9 AND highgrade = 12,0,0
In Los Angeles how many schools have more than 500 free meals but less than 700 free or reduced price meals for K-12?,simple,SELECT COUNT(CDSCode) FROM frpm WHERE `County Name` = 'Los Angeles' AND `Free Meal Count (K-12)` > 500 AND `FRPM Count (K-12)`< 700,SELECT COUNT(*) FROM frpm WHERE county_name = 'Los Angeles' AND free_meal_count_k_12 > 500 AND (free_meal_count_k_12 < 700 OR frpm_count_k_12 < 700),SELECT COUNT(T2.School) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T1.`Free Meal Count (K-12)` > 500 AND T1.`Free Meal Count (K-12)` < 700,0,0
Which school in Contra Costa has the highest number of test takers?,simple,SELECT sname FROM satscores WHERE cname = 'Contra Costa' AND sname IS NOT NULL ORDER BY NumTstTakr DESC LIMIT 1,"SELECT sname, numtsttakr FROM satscores WHERE cname = 'Contra Costa' ORDER BY numtsttakr DESC LIMIT 1","SELECT T2.School, T2.numtsttakr FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Contra Costa' ORDER BY T2.numtsttakr DESC LIMIT 1",0,0
List the names of schools with more than 30 difference in enrollements between K-12 and ages 5-17? Please also give the full street adress of the schools.,moderate,"SELECT T1.School, T1.Street FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` - T2.`Enrollment (Ages 5-17)` > 30","SELECT s.school_name, s.street, s.city, s.zip, s.state FROM schools s JOIN frpm f ON s.cdscode = f.cdscode WHERE ABS(s.enrollment_k_12 - s.enrollment_ages_5_17) > 30","SELECT T2.School, T2.street, T2.city FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > 30",0,0
Give the names of the schools with the percent eligible for free meals in K-12 is more than 0.1 and test takers whose test score is greater than or equal to 1500?,moderate,SELECT T2.`School Name` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE CAST(T2.`Free Meal Count (K-12)` AS REAL) / T2.`Enrollment (K-12)` > 0.1 AND T1.NumGE1500 > 0,SELECT s.school_name FROM frpm f JOIN schools s ON f.school_code = s.ncesschool WHERE f.percent_eligible_free_k_12 > 0.1 AND s.numge1500 >= 1500,SELECT DISTINCT T2.School FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode INNER JOIN satscores AS T3 ON T2.CDSCode = T3.CDSCode WHERE T1.`Free Meal Count (K-12)` / T1.`Enrollment (K-12)` > 0.1 AND T3.numtsttakr >= 1500,0,0
"Name schools in Riverside which the average of average math score for SAT is grater than 400, what is the funding type of these schools?",moderate,"SELECT T1.sname, T2.`Charter Funding Type` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE T2.`District Name` LIKE 'Riverside%' GROUP BY T1.sname, T2.`Charter Funding Type` HAVING CAST(SUM(T1.AvgScrMath) AS REAL) / COUNT(T1.cds) > 400",SELECT s.fundingtype FROM schools s JOIN satscores sc ON s.cdscode = sc.cds WHERE s.city = 'Riverside' AND sc.avgscrmath > 400,SELECT T2.FundingType FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.cdscode WHERE T2.County = 'Riverside' AND T1.avgscrmath > 400,0,0
State the names and full communication address of high schools in Monterey which has more than 800 free or reduced price meals for ages 15-17?,moderate,"SELECT T1.`School Name`, T2.Street, T2.City, T2.State, T2.Zip FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Monterey' AND T1.`Free Meal Count (Ages 5-17)` > 800 AND T1.`School Type` = 'High Schools (Public)'","SELECT s.school_name, s.street, s.city, s.state, s.zip FROM schools s JOIN frpm f ON s.cdscode = f.cdscode WHERE s.city = 'Monterey' AND f.free_meal_count_ages_5_17 > 800 AND s.statustype = 'High School'",NULL,0,0
"What is the average score in writing for the schools that were opened after 1991 or closed before 2000? List the school names along with the score. Also, list the communication number of the schools if there is any.",moderate,"SELECT T2.School, T1.AvgScrWrite, T2.Phone FROM schools AS T2 LEFT JOIN satscores AS T1 ON T2.CDSCode = T1.cds WHERE strftime('%Y', T2.OpenDate) > '1991' OR strftime('%Y', T2.ClosedDate) < '2000'","SELECT      s.school AS SchoolName,     ss.avgscrwrite AS AvgScoreWrite,     s.phone AS CommunicationNumber FROM      schools s JOIN      satscores ss ON s.cdscode = ss.cds WHERE      s.opendate > '1991' OR s.closeddate < '2000' ORDER BY      s.school","SELECT T2.School, T3.avgscrwrite, T2.Phone FROM schools AS T2 INNER JOIN (SELECT T1.cdscode, AVG(T1.avgscrwrite) AS avgscrwrite FROM satscores AS T1 GROUP BY T1.cdscode) AS T3 ON T2.cdscode = T3.cdscode WHERE T2.opendate > '1991-01-01' OR T2.closeddate < '2000-01-01'",0,0
"Consider the average difference between K-12 enrollment and 15-17 enrollment of schools that are locally funded, list the names and DOC type of schools which has a difference above this average.",challenging,"SELECT T2.School, T2.DOC FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.FundingType = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM frpm AS T3 INNER JOIN schools AS T4 ON T3.CDSCode = T4.CDSCode WHERE T4.FundingType = 'Locally funded')","SELECT s.school_name, s.doc_type FROM schools s JOIN frpm f ON s.cdscode = f.cdscode WHERE s.fundingtype = 'Locally Funded' AND (s.enrollment_k_12 - s.enrollment_ages_5_17) > (     SELECT AVG(enrollment_k_12 - enrollment_ages_5_17)     FROM schools     WHERE fundingtype = 'Locally Funded' )",NULL,0,0
When did the first-through-twelfth-grade school with the largest enrollment open?,simple,SELECT T2.OpenDate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,SELECT opendate FROM schools ORDER BY enrollment_k_12 DESC LIMIT 1,SELECT MIN(T2.OpenDate) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`enrollment (k-12)` = (SELECT MAX(T3.`enrollment (k-12)`) FROM frpm AS T3),0,1
Which cities have the top 5 lowest enrollment number for students in grades 1 through 12?,simple,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode GROUP BY T2.City ORDER BY SUM(T1.`Enrollment (K-12)`) ASC LIMIT 5,"SELECT city, enrollment FROM schools ORDER BY enrollment ASC LIMIT 5","SELECT T2.city, T1.`enrollment (k-12)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`enrollment (k-12)` ASC LIMIT 5",0,0
What is the eligible free rate of the 10th and 11th schools with the highest enrolment for students in grades 1 through 12?,moderate,"SELECT CAST(`Free Meal Count (K-12)` AS REAL) / `Enrollment (K-12)` FROM frpm ORDER BY `Enrollment (K-12)` DESC LIMIT 9, 2","SELECT      frpm.""percent (%) eligible free (k-12)"" AS ""Eligible Free Rate"",     frpm.""school name"" AS ""School Name"" FROM      frpm ORDER BY      frpm.""enrollment (k-12)"" DESC LIMIT      10","SELECT `Free Meal Count (K-12)` / `Enrollment (K-12)` AS EligibleFreeRate FROM frpm WHERE `academic year` = '2013-14' ORDER BY `Enrollment (K-12)` DESC LIMIT 10, 2",0,0
What is the eligible free or reduced price meal rate for the top 5 schools in grades 1-12 with the highest free or reduced price meal count of the schools with the ownership code 66?,moderate,SELECT CAST(T1.`FRPM Count (K-12)` AS REAL) / T1.`Enrollment (K-12)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.SOC = 66 ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 5,"SELECT    frpm.""school code"",   frpm.""school name"",   frpm.""frpm count (k-12)"",   frpm.""enrollment (k-12)"",   frpm.""percent (%) eligible frpm (k-12)"" FROM    frpm WHERE    frpm.""nslp provision status"" = 'Y'   AND frpm.""charter school (y/n)"" = 'N'   AND frpm.""charter funding type"" IS NULL   AND frpm.""educational option type"" IS NULL   AND frpm.""district type"" IS NULL   AND frpm.""school type"" IS NULL   AND frpm.""enrollment (k-12)"" > 0   AND frpm.""frpm count (k-12)"" > 0 ORDER BY    frpm.""frpm count (k-12)"" DESC LIMIT 5",SELECT T2.`FRPM Count (K-12)` / T2.`Enrollment (K-12)` AS `Eligible Free or Reduced Price Meal Rate` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.EILCode = 66 ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 5,0,0
"If there are any, what are the websites address of the schools with a free meal count of 1,900-2,000 to students aged 5-17? Include the name of the school.",moderate,"SELECT T2.Website, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000 AND T2.Website IS NOT NULL","SELECT s.school_name, s.website FROM schools s JOIN frpm f ON s.cdscode = f.cdscode WHERE f.free_meal_count_ages_5_17 BETWEEN 1900 AND 2000","SELECT T2.School, T2.Website FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`free meal count (ages 5-17)` BETWEEN 1900 AND 2000",0,0
What is the free rate for students between the ages of 5 and 17 at the school run by Kacey Gibson?,moderate,SELECT CAST(T2.`Free Meal Count (Ages 5-17)` AS REAL) / T2.`Enrollment (Ages 5-17)` FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.AdmFName1 = 'Kacey' AND T1.AdmLName1 = 'Gibson',SELECT percent_eligible_free_ages_5_17 FROM frpm JOIN schools ON frpm.cdscode = schools.cdscode JOIN (     SELECT admemail1 AS email     FROM schools     WHERE admfname1 = 'Kacey' AND admlname1 = 'Gibson' ) AS kacey_gibson ON schools.cdscode = kacey_gibson.cdscode,SELECT T1.`Free Meal Count (Ages 5-17)` / T1.`Enrollment (Ages 5-17)` AS FreeRate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.admfname1 = 'Kacey' AND T2.admlname1 = 'Gibson',0,1
What is the administrator's email address of the chartered school with the fewest students enrolled in grades 1 through 12?,moderate,SELECT T2.AdmEmail1 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter School (Y/N)` = 1 ORDER BY T1.`Enrollment (K-12)` ASC LIMIT 1,"SELECT admemail1, admemail2, admemail3 FROM schools WHERE charter = 1 ORDER BY ""Enrollment (K-12)"" ASC LIMIT 1",NULL,0,0
Under whose administration is the school with the highest number of students scoring 1500 or more on the SAT? Indicate their full names.,challenging,"SELECT T2.AdmFName1, T2.AdmLName1, T2.AdmFName2, T2.AdmLName2, T2.AdmFName3, T2.AdmLName3 FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","SELECT admfname1, admlname1, admfname2, admlname2, admfname3, admlname3 FROM schools JOIN satscores ON schools.cdscode = satscores.cds WHERE numge1500 = (SELECT MAX(numge1500) FROM satscores) LIMIT 1","SELECT T2.admfname1, T2.admlname1, T2.admfname2, T2.admlname2, T2.admfname3, T2.admlname3 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode INNER JOIN satscores AS T3 ON T2.CDSCode = T3.CDSCode WHERE T3.numge1500 = (SELECT MAX(T4.numge1500) FROM satscores AS T4) ORDER BY T2.enroll12 DESC LIMIT 1",1,0
"What is the complete address of the school with the lowest excellence rate? Indicate the Street, City, Zip and State.",moderate,"SELECT T2.Street, T2.City, T2.State, T2.Zip FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY CAST(T1.NumGE1500 AS REAL) / T1.NumTstTakr ASC LIMIT 1","SELECT street, city, zip, state FROM schools ORDER BY (SELECT ExecellenceRate FROM satscores WHERE satscores.cds = schools.cdscode) ASC LIMIT 1",NULL,0,0
"What are the webpages for the Los Angeles County school that has between 2,000 and 3,000 test takers?",simple,SELECT T2.Website FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.NumTstTakr BETWEEN 2000 AND 3000 AND T2.County = 'Los Angeles',SELECT website FROM schools WHERE county = 'Los Angeles County' AND enroll12 BETWEEN 2000 AND 3000,SELECT T2.website FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T1.`numtsttakr` BETWEEN 2000 AND 3000,0,0
What is the average number of test takers from Fresno schools that opened between 1/1/1980 and 12/31/1980?,simple,"SELECT AVG(T1.NumTstTakr) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE strftime('%Y', T2.OpenDate) = '1980' AND T2.County = 'Fresno'",SELECT AVG(numtsttakr) AS avg_numtsttakr FROM satscores JOIN schools ON satscores.cds = schools.cdscode WHERE schools.opendate BETWEEN '1980-01-01' AND '1980-12-31' AND schools.city = 'Fresno',"SELECT AVG(T2.numtsttakr) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.cdscode = T2.cds WHERE T1.county = 'Fresno' AND strftime('%Y', T1.opendate) = '1980'",0,0
